user_id,region,college,major,social_position,month,weekday,hour,DB
U0061,R01,C0001,M06,S006,4.0,2,11,DB060
U0138,R01,C0001,M04,S006,4.0,2,11,DB048
U0061,R01,C0001,M06,S006,4.0,2,11,DB003
U0183,R01,C0001,M09,S006,4.0,2,11,DB018
U0183,R01,C0001,M09,S006,4.0,2,11,DB018
U0183,R01,C0001,M09,S006,4.0,2,12,DB031
U0061,R01,C0001,M06,S006,4.0,2,12,DB003
U0061,R01,C0001,M06,S006,4.0,2,12,DB051
U0061,R01,C0001,M06,S006,4.0,2,12,DB077
U0061,R01,C0001,M06,S006,4.0,2,12,DB028
U0107,R01,C0002,M04,S005,4.0,2,12,DB031
U0107,R01,C0002,M04,S005,4.0,2,12,DB018
U0749,R01,C0015,M03,S001,4.0,2,12,DB018
U1363,R01,C0001,M09,S005,4.0,2,12,DB031
U1363,R01,C0001,M09,S005,4.0,2,12,DB018
U0064,R01,C0001,M03,S006,4.0,2,13,DB018
U0064,R01,C0001,M03,S006,4.0,2,13,DB048
U1365,R01,C0029,M08,S005,4.0,2,13,DB010
U0829,R01,C0001,M01,S006,4.0,2,13,DB031
U1366,R01,C0016,M09,S004,4.0,2,13,DB018
U1367,R01,C0016,M09,S004,4.0,2,13,DB018
U0522,R01,C0033,M08,S002,4.0,2,14,DB044
U0522,R01,C0033,M08,S002,4.0,2,30,DB020
U0522,R01,C0033,M08,S002,4.0,2,14,DB020
U0008,R01,C0001,M04,S005,4.0,2,14,DB031
U1367,R01,C0016,M09,S004,4.0,2,14,DB031
U1367,R01,C0016,M09,S004,4.0,2,14,DB048
U1367,R01,C0016,M09,S004,4.0,2,14,DB048
U0008,R01,C0001,M04,S005,4.0,2,14,DB048
U0008,R01,C0001,M04,S005,4.0,2,14,DB048
U1367,R01,C0016,M09,S004,4.0,2,14,DB018
U1361,R01,C0020,UNKNOWN,S001,4.0,2,14,DB044
U1369,R01,C0020,M04,S004,4.0,2,14,DB031
U1370,R01,C0002,M04,S005,4.0,2,15,DB048
U1370,R01,C0002,M04,S005,4.0,2,15,DB048
U1371,R01,C0003,M01,S005,4.0,2,15,DB048
U1371,R01,C0003,M01,S005,4.0,2,15,DB048
U1363,R01,C0001,M09,S005,4.0,2,15,DB018
U0061,R01,C0001,M06,S006,4.0,2,15,DB077
U1363,R01,C0001,M09,S005,4.0,2,15,DB018
U0064,R01,C0001,M03,S006,4.0,2,15,DB018
U0064,R01,C0001,M03,S006,4.0,2,15,DB031
U0061,R01,C0001,M06,S006,4.0,2,15,DB055
U1217,R01,C0007,M04,S005,4.0,2,15,DB077
U0061,R01,C0001,M06,S006,4.0,2,15,DB028
U1217,R01,C0007,M04,S005,4.0,2,15,DB048
U1217,R01,C0007,M04,S005,4.0,2,15,DB048
U0237,R01,C0006,M11,S004,4.0,2,15,DB039
U0403,R01,C0001,M05,S006,4.0,2,15,DB048
U0008,R01,C0001,M04,S005,4.0,2,15,DB051
U0403,R01,C0001,M05,S006,4.0,2,15,DB031
U0008,R01,C0001,M04,S005,4.0,2,16,DB036
U0008,R01,C0001,M04,S005,4.0,2,16,DB025
U0008,R01,C0001,M04,S005,4.0,2,16,DB020
U0008,R01,C0001,M04,S005,4.0,2,16,DB020
U0008,R01,C0001,UNKNOWN,S005,4.0,2,16,DB020
U0008,R01,C0001,M04,S005,4.0,2,16,DB058
U0008,R01,C0001,M04,S005,4.0,2,16,DB058
U0061,R01,C0001,M06,S006,4.0,2,16,DB004
U0533,R01,C0016,M10,S008,4.0,2,16,DB031
U1285,R01,C0007,M04,S005,4.0,2,16,DB018
U0960,R01,C0001,M04,S006,4.0,2,16,DB052
U0061,R01,C0001,M06,S006,4.0,2,16,DB025
U1363,R01,C0001,M09,S005,4.0,2,17,DB031
U1363,R01,C0001,M09,S005,4.0,2,17,DB018
U0960,R01,C0001,M04,S006,4.0,2,17,DB020
U0960,R01,C0001,M04,S006,4.0,2,17,DB020
U1372,R01,C0008,M09,S001,4.0,2,17,DB048
U0061,R01,C0001,M06,S006,4.0,2,17,DB060
U1369,R01,C0020,M04,S004,4.0,2,17,DB031
U0045,R01,C0003,M01,S001,4.0,2,17,DB031
U0061,R01,C0001,M06,S006,4.0,2,17,DB077
U0064,R01,C0001,M03,S006,4.0,2,17,DB018
U0064,R01,C0001,M03,S006,4.0,2,17,DB048
U0761,R01,C0003,M01,S005,4.0,2,17,DB021
U1263,R01,C0023,M01,S004,4.0,2,17,DB048
U0761,R01,C0003,M01,S005,4.0,2,17,DB049
U0450,R01,C0001,M06,S005,4.0,2,18,DB055
U0045,R01,C0003,M01,S001,4.0,2,18,DB031
U0761,R01,C0003,M01,S005,4.0,2,18,DB048
U0450,R01,C0001,M06,S005,4.0,2,18,DB015
U0450,R01,C0001,M06,S005,4.0,2,18,DB028
U0045,R01,C0003,M01,S001,4.0,2,18,DB048
U0045,R01,C0003,M01,S001,4.0,2,18,DB048
U0045,R01,C0003,M01,S001,4.0,2,18,DB018
U0450,R01,C0001,M06,S005,4.0,2,18,DB060
U0564,R01,C0015,M03,S004,4.0,2,18,DB018
U0564,R01,C0015,M03,S004,4.0,2,18,DB048
U0564,R01,C0015,M03,S004,4.0,2,18,DB018
U1373,R01,C0003,M01,S005,4.0,2,18,DB018
U0256,R01,C0015,M03,S004,4.0,2,18,DB018
U0450,R01,C0001,M06,S005,4.0,2,18,DB048
U1363,R01,C0001,M09,S005,4.0,2,18,DB018
U0450,R01,C0001,M06,S005,4.0,2,18,DB003
U0450,R01,C0001,M06,S005,4.0,2,18,DB003
U0010,R01,C0002,M06,S001,4.0,2,19,DB020
U0010,R01,C0002,M06,S001,4.0,2,19,DB020
U0322,R01,C0007,M04,S005,4.0,2,19,DB048
U0322,R01,C0007,M04,S005,4.0,2,19,DB048
U1375,R01,C0008,M09,S004,4.0,2,19,DB031
U0322,R01,C0007,M04,S005,4.0,2,19,DB048
U0411,R01,C0040,M11,S008,4.0,2,19,DB058
U0010,R01,C0002,M06,S001,4.0,2,19,DB020
U0613,R01,C0014,M04,S001,4.0,2,19,DB031
U0613,R01,C0014,M04,S001,4.0,2,19,DB025
U0045,R01,C0003,M01,S001,4.0,2,19,DB031
U1116,R01,C0001,M04,S005,4.0,2,19,DB018
U0109,R01,C0015,M03,S004,4.0,2,19,DB065
U0109,R01,C0015,M03,S004,4.0,2,19,DB065
U0294,R01,C0006,M11,S008,4.0,2,19,DB038
U0294,R01,C0006,M11,S008,4.0,2,19,DB051
U0467,R01,C0015,M03,S004,4.0,2,19,DB048
U0467,R01,C0015,M03,S004,4.0,2,20,DB018
U0436,R01,C0003,M01,S005,4.0,2,20,DB048
U0436,R01,C0003,M01,S005,4.0,2,20,DB018
U0436,R01,C0003,M01,S005,4.0,2,20,DB048
U0010,R01,C0002,M06,S001,4.0,2,20,DB055
U0919,R01,C0018,M07,S004,4.0,2,20,DB039
U0761,R01,C0003,M01,S005,4.0,2,20,DB048
U0014,R01,C0001,M02,S005,4.0,2,20,DB004
U0014,R01,C0001,M02,S005,4.0,2,20,DB004
U1097,R01,C0001,M03,S005,4.0,2,20,DB048
U0010,R01,C0002,UNKNOWN,S001,4.0,2,20,DB051
U0960,R01,C0001,M04,S006,4.0,2,20,DB052
U0774,R01,C0005,M04,S004,4.0,2,20,DB018
U0800,R02,C0048,M02,S001,4.0,2,20,DB044
U0619,R01,C0012,M05,S005,4.0,2,20,DB031
U1373,R01,C0003,M01,S005,4.0,2,20,DB048
U1373,R01,C0003,M01,S005,4.0,2,20,DB031
U1373,R01,C0003,M01,S005,4.0,2,20,DB048
U0010,R01,C0002,M06,S001,4.0,2,20,DB048
U1373,R01,C0003,M01,S005,4.0,2,20,DB048
U0619,R01,C0012,M05,S005,4.0,2,20,DB018
U0010,R01,C0002,M06,S001,4.0,2,20,DB060
U0800,R02,C0048,M02,S001,4.0,2,20,DB020
U0249,R01,C0029,M08,S005,4.0,2,21,DB010
U0960,R01,C0001,UNKNOWN,S006,4.0,2,21,DB051
U1285,R01,C0007,M04,S005,4.0,2,21,DB048
U1285,R01,C0007,M04,S005,4.0,2,21,DB048
U0286,R01,C0015,UNKNOWN,S004,4.0,2,21,DB065
U1285,R01,C0007,M04,S005,4.0,2,21,DB048
U0321,R01,C0035,M04,S004,4.0,2,21,DB051
U0544,R01,C0006,M11,S004,4.0,2,21,DB048
U1376,R01,C0035,M04,S004,4.0,2,21,DB031
U1007,R01,C0006,M11,S004,4.0,2,21,DB031
U0321,R01,C0035,M04,S004,4.0,2,21,DB026
U0321,R01,C0035,M04,S004,4.0,2,21,DB020
U0321,R01,C0035,M04,S004,4.0,2,21,DB020
U0321,R01,C0035,M04,S004,4.0,2,21,DB020
U0321,R01,C0035,M04,S004,4.0,2,21,DB020
U1377,R01,C0020,M04,S004,4.0,2,21,DB031
U1377,R01,C0020,M04,S004,4.0,2,21,DB031
U1026,R01,C0006,M11,S004,4.0,2,21,DB020
U1026,R01,C0006,M11,S004,4.0,2,21,DB020
U1026,R01,C0006,M11,S004,4.0,2,21,DB020
U1378,R01,C0018,M07,S004,4.0,2,21,DB039
U1377,R01,C0020,M04,S004,4.0,2,22,DB048
U0479,R01,C0006,M11,S004,4.0,2,22,DB048
U1379,R01,C0006,M11,S004,4.0,2,22,DB014
U1379,R01,C0006,M11,S004,4.0,2,22,DB014
U0450,R01,C0001,M06,S005,4.0,2,22,DB025
U0109,R01,C0015,M03,S004,4.0,2,22,DB065
U0109,R01,C0015,M03,S004,4.0,2,22,DB065
U1379,R01,C0006,M11,S004,4.0,2,22,DB018
U1379,R01,C0006,M11,S004,4.0,2,22,DB018
U0081,R01,C0003,M01,S005,4.0,2,22,DB031
U1380,R01,C0020,M04,S004,4.0,2,22,DB031
U1379,R01,C0006,M11,S004,4.0,2,22,DB048
U1381,R01,C0018,M07,S004,4.0,2,22,DB039
U1380,R01,C0020,M04,S004,4.0,2,22,DB018
U1382,R01,C0014,M04,S005,4.0,2,22,DB018
U1382,R01,C0014,M04,S005,4.0,2,22,DB048
U1026,R01,C0006,M11,S004,4.0,2,22,DB077
U1383,R01,C0006,M11,S004,4.0,2,22,DB031
U1384,R01,C0037,M04,S005,4.0,2,22,DB031
U1385,R01,C0054,M10,S002,4.0,2,22,DB020
U1385,R01,C0054,M10,S002,4.0,2,22,DB020
U1385,R01,C0054,M10,S002,4.0,2,22,DB020
U0589,R01,C0006,M11,S004,4.0,2,22,DB051
U0321,R01,C0035,M04,S004,4.0,2,23,DB031
U0773,R01,C0014,M04,S005,4.0,2,23,DB051
U1023,R01,C0006,M11,S004,4.0,2,23,DB014
U0725,R01,C0035,M04,S004,4.0,2,23,DB018
U0436,R01,C0003,M01,S005,4.0,2,23,DB048
U0436,R01,C0003,M01,S005,4.0,2,23,DB048
U0436,R01,C0003,UNKNOWN,S005,4.0,2,23,DB048
U0590,R01,C0006,M11,S004,4.0,2,23,DB031
U1361,R01,C0020,M05,S001,4.0,2,23,DB051
U0322,R01,C0007,M04,S005,4.0,2,23,DB048
U0322,R01,C0007,M04,S005,4.0,2,23,DB048
U0444,R01,C0001,M09,S005,4.0,2,23,DB018
U0733,R01,C0015,M03,S004,4.0,2,23,DB065
U0733,R01,C0015,M03,S004,4.0,2,23,DB065
U1386,R01,C0020,M04,S004,4.0,3,0,DB031
U0927,R01,C0002,M09,S005,4.0,3,0,DB048
U0927,R01,C0002,M09,S005,4.0,3,0,DB048
U0927,R01,C0002,M09,S005,4.0,3,0,DB048
U1361,R01,C0020,M05,S001,4.0,3,0,DB031
U1361,R01,C0020,M05,S001,4.0,3,0,DB077
U0436,R01,C0003,M01,S005,4.0,3,0,DB048
U1387,R01,C0014,M04,S005,4.0,3,0,DB031
U0436,R01,C0003,M01,S005,4.0,3,0,DB051
U1235,R01,C0002,M04,S005,4.0,3,0,DB031
U1235,R01,C0002,M04,S005,4.0,3,0,DB018
U0436,R01,C0003,M01,S005,4.0,3,0,DB044
U1026,R01,C0006,M11,S004,4.0,3,1,DB077
U1026,R01,C0006,M11,S004,4.0,3,1,DB051
U1096,R01,C0005,M06,S008,4.0,3,1,DB051
U1096,R01,C0005,M06,S008,4.0,3,1,DB030
U1026,R01,C0006,M11,S004,4.0,3,1,DB061
U1096,R01,C0005,M06,S008,4.0,3,1,DB050
U0798,R01,C0001,M04,S005,4.0,3,1,DB020
U0258,R01,C0025,M05,S004,4.0,3,1,DB048
U0798,R01,C0001,M04,S005,4.0,3,1,DB020
U0798,R01,C0001,M04,S005,4.0,3,2,DB048
U1170,R01,C0014,M04,S005,4.0,3,4,DB031
U1016,R01,C0005,M06,S004,4.0,3,4,DB018
U1376,R01,C0035,M04,S004,4.0,3,5,DB031
U0615,R01,C0039,M10,S007,4.0,3,8,DB048
U1390,R01,C0018,M07,S004,4.0,3,8,DB039
U0061,R01,C0001,M06,S006,4.0,3,9,DB060
U0174,R01,C0003,M01,S005,4.0,3,9,DB018
U0174,R01,C0003,M01,S005,4.0,3,9,DB048
U0174,R01,C0003,M01,S005,4.0,3,9,DB048
U0174,R01,C0003,M01,S005,4.0,3,9,DB048
U0061,R01,C0001,UNKNOWN,S006,4.0,3,9,DB003
U0340,R01,C0001,M09,S001,4.0,3,9,DB018
U0010,R01,C0002,M06,S001,4.0,3,9,DB052
U1290,R01,C0001,M11,S005,4.0,3,9,DB018
U0299,R01,C0002,M07,S005,4.0,3,9,DB031
U1391,R01,C0018,M07,S004,4.0,3,9,DB039
U1391,R01,C0018,M07,S004,4.0,3,9,DB039
U0340,R01,C0001,M09,S001,4.0,3,10,DB012
U0061,R01,C0001,M06,S006,4.0,3,10,DB060
U0061,R01,C0001,M06,S006,4.0,3,10,DB060
U0061,R01,C0001,M06,S006,4.0,3,10,DB060
U0061,R01,C0001,M06,S006,4.0,3,10,DB055
U0963,R01,C0001,M08,S005,4.0,3,10,DB051
U0867,R01,C0014,M04,S005,4.0,3,10,DB048
U0867,R01,C0014,M04,S005,4.0,3,10,DB048
U0867,R01,C0014,M04,S005,4.0,3,10,DB048
U0307,R01,C0026,M03,S005,4.0,3,30,DB018
U0061,R01,C0001,M06,S006,4.0,3,10,DB030
U0045,R01,C0003,M01,S001,4.0,3,10,DB031
U0045,R01,C0003,M01,S001,4.0,3,10,DB048
U0867,R01,C0014,M04,S005,4.0,3,10,DB048
U0061,R01,C0001,M06,S006,4.0,3,10,DB003
U0061,R01,C0001,M06,S006,4.0,3,10,DB003
U0061,R01,C0001,M06,S006,4.0,3,11,DB016
U0068,R01,C0020,M01,S008,4.0,3,11,DB048
U0068,R01,C0020,M01,S008,4.0,3,11,DB048
U0014,R01,C0001,M02,S005,4.0,3,11,DB004
U0711,R01,C0001,M11,S006,4.0,3,11,DB034
U0711,R01,C0001,M11,S006,4.0,3,11,DB034
U0061,R01,C0001,M06,S006,4.0,3,12,DB051
U0061,R01,C0001,M06,S006,4.0,3,12,DB003
U1367,R01,C0016,M09,S004,4.0,3,12,DB018
U0061,R01,C0001,M06,S006,4.0,3,13,DB077
U0061,R01,C0001,M06,S006,4.0,3,13,DB058
U0061,R01,C0001,M06,S006,4.0,3,13,DB058
U0061,R01,C0001,M06,S006,4.0,3,13,DB058
U1097,R01,C0001,M03,S005,4.0,3,13,DB048
U1097,R01,C0001,M03,S005,4.0,3,13,DB048
U1290,R01,C0001,M11,S005,4.0,3,13,DB018
U0061,R01,C0001,M06,S006,4.0,3,13,DB077
U0061,R01,C0001,M06,S006,4.0,3,13,DB003
U1394,R01,C0020,M04,S004,4.0,3,14,DB031
U1310,R01,C0035,M01,S004,4.0,3,14,DB031
U0061,R01,C0001,M06,S006,4.0,3,14,DB055
U0064,R01,C0001,M03,S006,4.0,3,14,DB018
U0064,R01,C0001,M03,S006,4.0,3,14,DB048
U0064,R01,C0001,M03,S006,4.0,3,14,DB048
U0064,R01,C0001,M03,S006,4.0,3,14,DB048
U0312,R01,C0001,M04,S006,4.0,3,14,DB031
U0312,R01,C0001,M04,S006,4.0,3,14,DB031
U0986,R01,C0013,M08,S008,4.0,3,14,DB013
U0963,R01,C0001,M08,S005,4.0,3,14,DB018
U0450,R01,C0001,M06,S005,4.0,3,15,DB055
U1033,R01,C0001,M09,S006,4.0,3,15,DB033
U1033,R01,C0001,M09,S006,4.0,3,15,DB048
U1033,R01,C0001,M09,S006,4.0,3,15,DB048
U1161,R01,C0006,M11,S004,4.0,3,15,DB045
U0452,R01,C0022,M10,S002,4.0,3,15,DB031
U1217,R01,C0007,M04,S005,4.0,3,15,DB077
U1217,R01,C0007,M04,S005,4.0,3,15,DB048
U1217,R01,C0007,M04,S005,4.0,3,15,DB048
U1217,R01,C0007,M04,S005,4.0,3,15,DB048
U0064,R01,C0001,M03,S006,4.0,3,15,DB048
U0168,R01,C0033,M08,S002,4.0,3,15,DB031
U1217,R01,C0007,M04,S005,4.0,3,15,DB018
U1217,R01,C0007,M04,S005,4.0,3,15,DB031
U0452,R01,C0022,M10,S002,4.0,3,15,DB031
U1125,R01,C0001,M06,S006,4.0,3,15,DB052
U0904,R01,C0001,M04,S005,4.0,3,15,DB018
U1125,R01,C0001,M06,S006,4.0,3,15,DB004
U1125,R01,C0001,M06,S006,4.0,3,15,DB004
U1256,R01,C0001,M01,S005,4.0,3,15,DB030
U1373,R01,C0003,M01,S005,4.0,3,15,DB031
U0168,R01,C0033,M08,S002,4.0,3,15,DB048
U1373,R01,C0003,M01,S005,4.0,3,15,DB018
U1373,R01,C0003,M01,S005,4.0,3,15,DB018
U0061,R01,C0001,M06,S006,4.0,3,15,DB055
U0061,R01,C0001,M06,S006,4.0,3,15,DB021
U1373,R01,C0003,M01,S005,4.0,3,15,DB031
U1125,R01,C0001,M06,S006,4.0,3,15,DB055
U0340,R01,C0001,M09,S001,4.0,3,15,DB048
U0941,R01,C0014,M04,S005,4.0,3,16,DB048
U0340,R01,C0001,M09,S001,4.0,3,16,DB018
U0340,R01,C0001,M09,S001,4.0,3,16,DB018
U1125,R01,C0001,M06,S006,4.0,3,16,DB038
U0941,R01,C0014,M04,S005,4.0,3,16,DB031
U0061,R01,C0001,M06,S006,4.0,3,16,DB003
U0061,R01,C0001,M06,S006,4.0,3,16,DB025
U0986,R01,C0013,M08,S008,4.0,3,16,DB051
U0986,R01,C0013,M08,S008,4.0,3,16,DB013
U0010,R01,C0002,M06,S001,4.0,3,16,DB018
U1256,R01,C0001,M01,S005,4.0,3,16,DB030
U1256,R01,C0001,M01,S005,4.0,3,16,DB030
U1237,R01,C0001,M09,S005,4.0,3,16,DB018
U1237,R01,C0001,M09,S005,4.0,3,16,DB031
U0450,R01,C0001,M06,S005,4.0,3,16,DB052
U1397,R01,C0006,M11,S004,4.0,3,16,DB031
U0927,R01,C0002,M09,S005,4.0,3,16,DB048
U1237,R01,C0001,M09,S005,4.0,3,16,DB077
U0003,R01,C0003,M01,S001,4.0,3,17,DB048
U0003,R01,C0003,M01,S001,4.0,3,17,DB048
U0083,R01,C0001,M05,S006,4.0,3,17,DB048
U0083,R01,C0001,M05,S006,4.0,3,17,DB048
U1399,R01,C0001,M05,S005,4.0,3,17,DB031
U1399,R01,C0001,M05,S005,4.0,3,17,DB048
U1400,R01,C0026,M03,S005,4.0,3,17,DB018
U1400,R01,C0026,M03,S005,4.0,3,17,DB018
U0583,R01,C0015,M03,S004,4.0,3,18,DB065
U0303,R01,C0042,M09,S004,4.0,3,18,DB018
U0526,R01,C0002,M09,S005,4.0,3,18,DB048
U0526,R01,C0002,M09,S005,4.0,3,18,DB048
U0526,R01,C0002,M09,S005,4.0,3,18,DB031
U0526,R01,C0002,M09,S005,4.0,3,18,DB031
U0526,R01,C0002,M09,S005,4.0,3,18,DB018
U0160,R01,C0001,M03,S005,4.0,3,18,DB031
U0436,R01,C0003,UNKNOWN,S005,4.0,3,18,DB052
U0436,R01,C0003,M01,S005,4.0,3,18,DB020
U0436,R01,C0003,M01,S005,4.0,3,18,DB020
U0526,R01,C0002,M09,S005,4.0,3,19,DB031
U0436,R01,C0003,M01,S005,4.0,3,19,DB010
U0526,R01,C0002,M09,S005,4.0,3,19,DB048
U0436,R01,C0003,M01,S005,4.0,3,19,DB021
U0436,R01,C0003,M01,S005,4.0,3,19,DB048
U0436,R01,C0003,M01,S005,4.0,3,19,DB048
U0436,R01,C0003,M01,S005,4.0,3,19,DB048
U0436,R01,C0003,M01,S005,4.0,3,19,DB018
U0583,R01,C0015,M03,S004,4.0,3,20,DB031
U1222,R01,C0001,M04,S006,4.0,3,20,DB048
U1222,R01,C0001,M04,S006,4.0,3,20,DB048
U1222,R01,C0001,M04,S006,4.0,3,20,DB031
U1401,R01,C0006,M11,S004,4.0,3,20,DB031
U0498,R01,C0006,M11,S004,4.0,3,20,DB048
U1372,R01,C0008,M09,S001,4.0,3,20,DB031
U0583,R01,C0015,M03,S004,4.0,3,20,DB031
U0436,R01,C0003,M01,S005,4.0,3,21,DB048
U0436,R01,C0003,M01,S005,4.0,3,21,DB048
U0158,R02,C0010,M08,S006,4.0,3,21,DB051
U0676,R01,C0008,M09,S004,4.0,3,21,DB031
U0676,R01,C0008,M09,S004,4.0,3,21,DB031
U0443,R01,C0023,M04,S008,4.0,3,21,DB020
U0443,R01,C0023,M04,S008,4.0,3,21,DB020
U0443,R01,C0023,M04,S008,4.0,3,21,DB020
U0322,R01,C0007,M04,S005,4.0,3,21,DB048
U0583,R01,C0015,M03,S004,4.0,3,21,DB031
U0583,R01,C0015,M03,S004,4.0,3,21,DB031
U0848,R01,C0015,M03,S004,4.0,3,21,DB018
U1001,R01,C0006,M11,S004,4.0,3,21,DB058
U1001,R01,C0006,M11,S004,4.0,3,21,DB058
U1082,R01,C0002,M09,S005,4.0,3,21,DB031
U0443,R01,C0023,M04,S008,4.0,3,21,DB020
U0443,R01,C0023,M04,S008,4.0,3,21,DB020
U1082,R01,C0002,M09,S005,4.0,3,21,DB048
U1082,R01,C0002,M09,S005,4.0,3,22,DB048
U1001,R01,C0006,M11,S004,4.0,3,22,DB010
U1001,R01,C0006,M11,S004,4.0,3,22,DB042
U1001,R01,C0006,M11,S004,4.0,3,22,DB042
U1001,R01,C0006,M11,S004,4.0,3,22,DB042
U1001,R01,C0006,M11,S004,4.0,3,22,DB060
U1001,R01,C0006,M11,S004,4.0,3,22,DB060
U1001,R01,C0006,M11,S004,4.0,3,22,DB060
U0843,R01,C0006,M11,S004,4.0,3,22,DB031
U1343,R01,C0008,M09,S008,4.0,3,22,DB044
U1343,R01,C0008,M09,S008,4.0,3,22,DB044
U0424,R01,C0003,M01,S005,4.0,3,23,DB048
U1393,R01,C0015,M03,S004,4.0,3,23,DB065
U1375,R01,C0008,M09,S004,4.0,3,23,DB031
U0908,R01,C0018,M07,S004,4.0,3,23,DB039
U1256,R01,C0001,M01,S005,4.0,3,23,DB051
U0091,R01,C0001,M04,S006,4.0,4,1,DB031
U0091,R01,C0001,M04,S006,4.0,4,1,DB018
U0091,R01,C0001,M04,S006,4.0,4,1,DB018
U0887,R01,C0001,M11,S005,4.0,4,1,DB026
U0887,R01,C0001,M11,S005,4.0,4,1,DB044
U0887,R01,C0001,M11,S005,4.0,4,1,DB016
U0887,R01,C0001,M11,S005,4.0,4,2,DB020
U0887,R01,C0001,M11,S005,4.0,4,2,DB020
U0887,R01,C0001,M11,S005,4.0,4,2,DB020
U0377,R01,C0001,M05,S005,4.0,4,2,DB031
U0377,R01,C0001,M05,S005,4.0,4,2,DB048
U0377,R01,C0001,M05,S005,4.0,4,2,DB048
U0485,R01,C0001,M09,S005,4.0,4,2,DB018
U1403,R01,C0023,M01,S004,4.0,4,5,DB030
U0874,R01,C0006,UNKNOWN,S004,4.0,4,7,DB051
U0874,R01,C0006,M11,S004,4.0,4,7,DB070
U0874,R01,C0006,M11,S004,4.0,4,7,DB014
U0874,R01,C0006,M11,S004,4.0,4,7,DB044
U0874,R01,C0006,M11,S004,4.0,4,7,DB031
U0874,R01,C0006,M11,S004,4.0,4,7,DB031
U0887,R01,C0001,UNKNOWN,S005,4.0,4,8,DB020
U0887,R01,C0001,M11,S005,4.0,4,8,DB026
U0589,R01,C0006,M11,S004,4.0,4,9,DB048
U0589,R01,C0006,M11,S004,4.0,4,9,DB020
U0589,R01,C0006,M11,S004,4.0,4,9,DB042
U0589,R01,C0006,M11,S004,4.0,4,9,DB042
U1404,R01,C0006,M11,S004,4.0,4,9,DB031
U1404,R01,C0006,M11,S004,4.0,4,9,DB018
U0986,R01,C0013,M08,S008,4.0,4,10,DB026
U1294,R01,C0002,M05,S005,4.0,4,10,DB048
U1294,R01,C0002,M05,S005,4.0,4,10,DB048
U1023,R01,C0006,M11,S004,4.0,4,30,DB031
U1294,R01,C0002,M05,S005,4.0,4,11,DB048
U1355,R01,C0015,M03,S004,4.0,4,11,DB065
U1408,R01,C0015,M03,S004,4.0,4,11,DB065
U0490,R01,C0008,M09,S008,4.0,4,11,DB031
U1409,R01,C0006,M11,S004,4.0,4,11,DB031
U1408,R01,C0015,M03,S004,4.0,4,11,DB065
U1409,R01,C0006,M11,S004,4.0,4,11,DB031
U0063,R01,C0015,M03,S004,4.0,4,12,DB020
U0063,R01,C0015,M03,S004,4.0,4,12,DB020
U0158,R02,C0010,M08,S006,4.0,4,12,DB051
U0158,R02,C0010,M08,S006,4.0,4,12,DB060
U1023,R01,C0006,M11,S004,4.0,4,12,DB031
U0158,R02,C0010,M08,S006,4.0,4,30,DB026
U1410,R01,C0023,M01,S004,4.0,4,12,DB048
U0091,R01,C0001,M04,S006,4.0,4,13,DB018
U0091,R01,C0001,M04,S006,4.0,4,13,DB031
U1410,R01,C0023,M01,S004,4.0,4,13,DB018
U1237,R01,C0001,M09,S005,4.0,4,13,DB031
U1237,R01,C0001,M09,S005,4.0,4,13,DB048
U1373,R01,C0003,M01,S005,4.0,4,13,DB031
U0091,R01,C0001,M04,S006,4.0,4,13,DB044
U1373,R01,C0003,M01,S005,4.0,4,13,DB048
U0843,R01,C0006,M11,S004,4.0,4,13,DB031
U1373,R01,C0003,M01,S005,4.0,4,13,DB031
U0589,R01,C0006,M11,S004,4.0,4,13,DB049
U1373,R01,C0003,M01,S005,4.0,4,13,DB048
U1237,R01,C0001,M09,S005,4.0,4,13,DB048
U1237,R01,C0001,M09,S005,4.0,4,13,DB018
U1411,R01,C0001,M04,S006,4.0,4,13,DB015
U1411,R01,C0001,M04,S006,4.0,4,13,DB015
U1411,R01,C0001,M04,S006,4.0,4,13,DB051
U0436,R01,C0003,M01,S005,4.0,4,13,DB048
U1411,R01,C0001,M04,S006,4.0,4,13,DB049
U1294,R01,C0002,M05,S005,4.0,4,13,DB048
U1294,R01,C0002,M05,S005,4.0,4,13,DB048
U0354,R01,C0006,M11,S004,4.0,4,14,DB038
U1265,R01,C0013,M08,S004,4.0,4,14,DB051
U0402,R02,C0010,M08,S005,4.0,4,14,DB031
U1265,R01,C0013,M08,S004,4.0,4,14,DB077
U1412,R01,C0020,M04,S004,4.0,4,14,DB031
U1033,R01,C0001,M09,S006,4.0,4,14,DB033
U1413,R01,C0001,M09,S005,4.0,4,14,DB031
U1137,R01,C0025,M05,S004,4.0,4,14,DB018
U1294,R01,C0002,M05,S005,4.0,4,14,DB031
U1294,R01,C0002,M05,S005,4.0,4,14,DB018
U0130,R01,C0013,M08,S004,4.0,4,14,DB010
U1294,R01,C0002,M05,S005,4.0,4,14,DB048
U1137,R01,C0025,M05,S004,4.0,4,14,DB031
U0424,R01,C0003,M01,S005,4.0,4,14,DB031
U0583,R01,C0015,M03,S004,4.0,4,14,DB031
U0583,R01,C0015,M03,S004,4.0,4,15,DB018
U1414,R01,C0001,M02,S005,4.0,4,15,DB004
U0354,R01,C0006,M11,S004,4.0,4,15,DB026
U1414,R01,C0001,M02,S005,4.0,4,15,DB004
U1415,R01,C0005,M06,S004,4.0,4,15,DB060
