custid,총구매액,구매건수,평균구매가격,구매브랜드종류,내점일수,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,점심_구매건수,아침구매액,점심구매액,봄구매액,여름구매액,가을구매액,겨울구매액,구매브랜드가치,gender
100483,1042120,15,69475,11,6,6.0,9.0,0.0,0.0,0.0,10.0,0.0,83333.333,0.0,0.0,50000.0,75000.0,764221.333,0
100484,1536000,11,139636,9,6,0.0,7.0,4.0,0.0,0.0,4.0,0.0,346181.818,346181.818,0.0,0.0,605818.182,1256727.273,0
100485,1940100,11,176373,8,3,11.0,0.0,0.0,0.0,0.0,5.0,0.0,1380304.545,0.0,0.0,3036670.0,0.0,1410981.818,1
100486,1767200,42,42076,22,24,10.0,10.0,11.0,11.0,4.0,22.0,11142.857,61285.714,30642.857,30642.857,27857.143,27857.143,925676.19,0
100487,2332800,20,116640,16,9,6.0,1.0,11.0,2.0,0.0,16.0,0.0,415938.4,285957.65,51992.3,155976.9,25996.15,1866240.0,0
100488,1580610,7,225801,6,7,1.0,0.0,5.0,1.0,3.0,2.0,709980.0,473320.0,1183300.0,236660.0,236660.0,0.0,1354808.571,0
100489,2818531,43,65547,26,23,11.0,7.0,11.0,14.0,16.0,24.0,531497.674,797246.512,365404.651,465060.465,365404.651,232530.233,1704228.047,1
100490,939000,9,104333,8,8,4.0,4.0,1.0,0.0,1.0,3.0,19422.222,58266.667,19422.222,0.0,77688.889,77688.889,834666.667,0
100491,2667473,8,333434,8,3,0.0,5.0,3.0,0.0,3.0,5.0,45000.0,75000.0,45000.0,0.0,0.0,75000.0,2667473.0,1
100492,2495469,14,178248,10,10,3.0,0.0,5.0,6.0,0.0,14.0,0.0,2220000.0,792857.143,951428.571,475714.286,0.0,1782477.857,0
100493,2171690,39,55684,25,20,16.0,5.0,14.0,4.0,14.0,12.0,538569.231,461630.769,538569.231,153876.923,615507.692,192346.154,1392108.974,1
100494,2282800,23,99252,13,10,11.0,2.0,8.0,2.0,1.0,17.0,293133.478,4983269.13,2345067.826,586266.957,3224468.261,586266.957,1290278.261,0
100495,1282800,19,67516,16,9,5.0,1.0,4.0,9.0,2.0,11.0,166784.211,917313.158,333568.421,750528.947,416960.526,83392.105,1080252.632,1
100496,453000,4,113250,4,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445200.0,0.0,453000.0,0
100497,2339300,25,93572,18,17,10.0,7.0,4.0,4.0,2.0,11.0,276672.0,1521696.0,553344.0,553344.0,1383360.0,968352.0,1684296.0,0
100498,1874800,21,89276,15,12,9.0,7.0,5.0,0.0,1.0,10.0,32142.857,321428.571,160714.286,0.0,289285.714,225000.0,1339142.857,0
100499,250500,7,35786,6,6,4.0,1.0,0.0,2.0,1.0,6.0,431671.429,2590028.571,0.0,863342.857,1726685.714,431671.429,214714.286,0
100500,187000,3,62333,3,2,0.0,3.0,0.0,0.0,0.0,3.0,0.0,434520.0,0.0,0.0,0.0,434520.0,187000.0,0
100501,489124,11,44466,5,8,4.0,1.0,4.0,2.0,1.0,6.0,184566.545,1107399.273,738266.182,369133.091,738266.182,184566.545,222329.091,0
100502,5403321,41,131788,20,24,17.0,17.0,5.0,2.0,4.0,34.0,150214.634,1276824.39,187768.293,75107.317,638412.195,638412.195,2635766.341,0
100503,2967385,31,95722,21,21,5.0,4.0,7.0,15.0,2.0,16.0,15593.548,124748.387,54577.419,116951.613,38983.871,31187.097,2010164.032,0
100504,687800,7,98257,5,4,1.0,0.0,6.0,0.0,0.0,7.0,0.0,3973254.0,3405646.286,0.0,567607.714,0.0,491285.714,0
100505,2921300,16,182581,15,9,5.0,0.0,8.0,3.0,3.0,6.0,115237.5,230475.0,307300.0,115237.5,192062.5,0.0,2738718.75,0
100506,321100,7,45871,6,6,1.0,0.0,3.0,3.0,1.0,5.0,584342.857,2921714.286,1753028.571,1753028.571,584342.857,0.0,275228.571,0
100507,1844781,25,73791,10,17,10.0,8.0,4.0,3.0,3.0,19.0,103764.0,657172.0,138352.0,103764.0,345880.0,276704.0,737912.4,0
100508,835500,3,278500,3,3,1.0,2.0,0.0,0.0,0.0,3.0,0.0,6360690.0,0.0,0.0,2120230.0,4240460.0,835500.0,0
100509,3469000,4,867250,3,3,0.0,0.0,0.0,4.0,0.0,4.0,0.0,836550.0,0.0,836550.0,0.0,0.0,2601750.0,1
100510,865507,19,45553,9,13,5.0,2.0,8.0,4.0,12.0,7.0,64421.053,37578.947,42947.368,21473.684,26842.105,10736.842,409977.0,0
100511,3574600,16,223412,10,6,0.0,10.0,3.0,3.0,6.0,9.0,136275.0,204412.5,68137.5,68137.5,0.0,227125.0,2234125.0,0
100512,1868400,21,88971,16,11,10.0,3.0,8.0,0.0,0.0,9.0,0.0,172285.714,153142.857,0.0,191428.571,57428.571,1423542.857,0
100513,3290853,46,71540,17,31,9.0,7.0,12.0,18.0,13.0,31.0,399213.043,951969.565,368504.348,552756.522,276378.261,214960.87,1216184.804,1
100514,2647566,13,203659,7,7,3.0,3.0,3.0,4.0,3.0,9.0,1230039.0,3690117.0,1230039.0,1640052.0,1230039.0,1230039.0,1425612.462,0
100515,6330705,18,351706,14,13,4.0,2.0,9.0,3.0,6.0,11.0,1180633.0,2164493.833,1770949.5,590316.5,787088.667,393544.333,4923881.667,1
100516,564387,12,47032,10,8,4.0,3.0,0.0,5.0,3.0,9.0,43000.0,129000.0,0.0,71666.667,57333.333,43000.0,470322.5,0
100517,274100,3,91367,3,2,0.0,0.0,2.0,1.0,1.0,2.0,141233.333,282466.667,282466.667,141233.333,0.0,0.0,274100.0,0
100518,155500,3,51833,3,3,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1913258.0,0.0,1275505.333,637752.667,0.0,155500.0,0
100519,163000,2,81500,2,1,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4180600.0,0.0,4180600.0,0.0,0.0,163000.0,0
100520,400000,10,40000,6,5,0.0,1.0,5.0,4.0,3.0,2.0,516960.0,344640.0,861600.0,689280.0,0.0,172320.0,240000.0,0
100521,385100,5,77020,5,3,0.0,0.0,0.0,5.0,0.0,2.0,0.0,381840.0,0.0,954600.0,0.0,0.0,385100.0,0
100522,17104947,63,271507,36,21,20.0,12.0,15.0,16.0,18.0,41.0,9400.0,21411.111,7833.333,8355.556,10444.444,6266.667,9774255.429,0
100523,3661704,42,87183,26,27,17.0,5.0,4.0,16.0,16.0,17.0,298971.429,317657.143,74742.857,298971.429,317657.143,93428.571,2266769.143,0
100524,2985927,25,119437,17,18,8.0,5.0,7.0,5.0,8.0,15.0,121472.0,227760.0,106288.0,75920.0,121472.0,75920.0,2030430.36,0
100525,3606900,42,85879,25,30,21.0,2.0,6.0,13.0,3.0,34.0,46681.429,529056.19,93362.857,202286.19,326770.0,31120.952,2146964.286,1
100526,2838100,23,123396,15,11,6.0,2.0,9.0,6.0,0.0,21.0,0.0,1383196.957,592798.696,395199.13,395199.13,131733.043,1850934.783,0
100527,1114500,10,111450,8,7,1.0,6.0,1.0,2.0,0.0,10.0,0.0,507400.0,50740.0,101480.0,50740.0,304440.0,891600.0,0
100528,6693640,36,185934,25,20,11.0,8.0,9.0,8.0,27.0,9.0,339600.0,113200.0,113200.0,100622.222,138355.556,100622.222,4648361.111,1
100529,900800,9,100089,9,2,5.0,4.0,0.0,0.0,0.0,7.0,0.0,616388.889,0.0,0.0,440277.778,352222.222,900800.0,0
100530,2904020,70,41486,23,19,7.0,29.0,32.0,2.0,22.0,45.0,449742.857,919928.571,654171.429,40885.714,143100.0,592842.857,954178.0,1
100531,490012,9,54446,6,6,3.0,0.0,4.0,2.0,3.0,4.0,100666.667,134222.222,134222.222,67111.111,100666.667,0.0,326674.667,0
100532,411500,10,41150,8,7,4.0,0.0,2.0,4.0,1.0,6.0,370040.0,2220240.0,740080.0,1480160.0,1480160.0,0.0,329200.0,0
100533,6416310,104,61695,41,68,26.0,26.0,26.0,26.0,28.0,41.0,1307401.846,1914409.846,1214016.0,1214016.0,1214016.0,1214016.0,2529506.827,1
100534,2347300,12,195608,10,7,2.0,9.0,1.0,0.0,0.0,12.0,0.0,840500.0,70041.667,0.0,140083.333,630375.0,1956083.333,0
100535,2669300,39,68444,24,18,17.0,8.0,4.0,10.0,9.0,13.0,165692.308,239333.333,73641.026,184102.564,312974.359,147282.051,1642646.154,0
100536,210520,14,15037,8,8,0.0,7.0,2.0,5.0,0.0,7.0,0.0,96500.0,27571.429,68928.571,0.0,96500.0,120297.143,0
100537,895822,35,25595,16,24,7.0,13.0,10.0,5.0,31.0,4.0,494937.143,63862.857,159657.143,79828.571,111760.0,207554.286,409518.629,1
100538,3115720,28,111276,26,12,8.0,12.0,5.0,3.0,1.0,27.0,86222.857,2328017.143,431114.286,258668.571,689782.857,1034674.286,2893168.571,0
100539,3057351,35,87353,25,18,7.0,14.0,6.0,8.0,4.0,23.0,322575.314,1854808.057,483862.971,645150.629,564506.8,1129013.6,2183822.143,0
100540,1216000,5,243200,5,3,3.0,2.0,0.0,0.0,1.0,4.0,400220.0,1600880.0,0.0,0.0,1200660.0,800440.0,1216000.0,0
100541,2800461,27,103721,17,10,0.0,21.0,6.0,0.0,8.0,18.0,145718.519,327866.667,109288.889,0.0,0.0,382511.111,1763253.222,0
100542,625166,11,56833,7,10,2.0,2.0,2.0,5.0,0.0,3.0,0.0,198681.818,132454.545,331136.364,132454.545,132454.545,397832.909,0
100543,1417429,27,52497,14,15,8.0,5.0,6.0,8.0,6.0,12.0,42000.0,84000.0,42000.0,56000.0,56000.0,35000.0,734963.185,0
100544,3350600,33,101533,19,19,9.0,1.0,17.0,6.0,0.0,26.0,0.0,1667008.909,1089967.364,384694.364,577041.545,64115.727,1929133.333,0
100545,2050390,28,73228,9,15,7.0,7.0,2.0,12.0,2.0,15.0,111542.857,836571.429,111542.857,669257.143,390400.0,390400.0,659053.929,0
100546,1580204,29,54490,17,16,1.0,11.0,8.0,9.0,5.0,14.0,159103.448,445489.655,254565.517,286386.207,31820.69,350027.586,926326.483,0
100547,281000,4,70250,3,2,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1619550.0,0.0,0.0,1619550.0,1619550.0,210750.0,0
100548,2639300,40,65982,22,22,17.0,2.0,21.0,0.0,8.0,26.0,199840.0,649480.0,524580.0,0.0,424660.0,49960.0,1451615.0,1
100549,6400742,58,110358,5,23,10.0,20.0,7.0,21.0,0.0,43.0,0.0,2684015.517,436932.759,1310798.276,624189.655,1248379.31,551788.103,0
100550,6466376,90,71849,52,37,32.0,24.0,15.0,19.0,13.0,52.0,1745718.578,6982874.311,2014290.667,2551434.844,4297153.422,3222865.067,3736128.356,1
100551,1228542,29,42364,14,12,4.0,20.0,2.0,3.0,3.0,25.0,207465.517,1728879.31,138310.345,207465.517,276620.69,1383103.448,593089.241,0
100552,1897900,24,79079,19,18,3.0,12.0,5.0,4.0,0.0,20.0,0.0,1901029.167,475257.292,380205.833,285154.375,1140617.5,1502504.167,0
100553,152000,2,76000,2,2,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1493350.0,0.0,2986700.0,0.0,0.0,152000.0,1
100554,393000,10,39300,6,5,3.0,6.0,1.0,0.0,0.0,9.0,0.0,783160.2,87017.8,0.0,261053.4,522106.8,235800.0,0
100555,1247700,22,56714,18,17,9.0,7.0,0.0,6.0,3.0,6.0,263386.364,526772.727,0.0,526772.727,790159.091,614568.182,1020845.455,0
100556,4210198,42,100243,22,25,17.0,11.0,9.0,5.0,0.0,37.0,0.0,1753976.19,426642.857,237023.81,805880.952,521452.381,2205341.81,0
100557,670000,12,55833,8,9,1.0,7.0,3.0,1.0,2.0,9.0,290386.667,1306740.0,435580.0,145193.333,145193.333,1016353.333,446666.667,0
100558,889700,32,27803,14,19,2.0,3.0,20.0,7.0,5.0,21.0,114375.0,480375.0,457500.0,160125.0,45750.0,68625.0,389243.75,0
100559,220000,9,24444,7,8,3.0,0.0,1.0,5.0,5.0,4.0,984611.111,787688.889,196922.222,984611.111,590766.667,0.0,171111.111,1
100560,1324900,16,82806,14,10,3.0,4.0,8.0,1.0,4.0,9.0,513575.0,1155543.75,1027150.0,128393.75,385181.25,513575.0,1159287.5,0
100561,898619,15,59908,10,10,0.0,4.0,7.0,4.0,0.0,4.0,0.0,459245.333,803679.333,459245.333,0.0,459245.333,599079.333,0
100562,297000,6,49500,6,5,0.0,0.0,3.0,3.0,0.0,6.0,0.0,432800.0,216400.0,216400.0,0.0,0.0,297000.0,1
100563,6850336,112,61164,21,45,40.0,26.0,17.0,29.0,20.0,76.0,59107.143,224607.143,50241.071,85705.357,118214.286,76839.286,1284438.0,0
100564,4609300,58,79471,33,32,12.0,11.0,22.0,13.0,9.0,22.0,259192.241,633581.034,633581.034,374388.793,345589.655,316790.517,2622532.759,0
100565,10143768,97,104575,59,38,25.0,6.0,20.0,46.0,46.0,40.0,71371.134,62061.856,31030.928,71371.134,38788.66,9309.278,6169920.742,1
100566,1119787,29,38613,16,13,11.0,10.0,6.0,2.0,2.0,25.0,75627.586,945344.828,226882.759,75627.586,415951.724,378137.931,617813.517,0
100567,7110900,36,197525,27,17,5.0,9.0,7.0,15.0,16.0,20.0,369333.333,461666.667,161583.333,346250.0,115416.667,207750.0,5333175.0,0
100568,1641659,14,117261,10,7,0.0,8.0,5.0,1.0,1.0,13.0,138635.714,1802264.286,693178.571,138635.714,0.0,1109085.714,1172613.571,0
100569,3717616,33,112655,21,21,11.0,9.0,7.0,6.0,8.0,24.0,192266.667,576800.0,168233.333,144200.0,264366.667,216300.0,2365755.636,0
100570,5528327,179,30885,41,90,44.0,29.0,47.0,59.0,8.0,135.0,21957.542,370533.52,129000.559,161936.872,120766.48,79596.089,1266264.844,0
100571,14096200,44,320368,29,16,8.0,8.0,15.0,13.0,3.0,40.0,429572.727,5727636.364,2147863.636,1861481.818,1145527.273,1145527.273,9290677.273,0
100572,1221246,24,50885,12,19,2.0,5.0,12.0,5.0,1.0,10.0,25620.833,256208.333,307450.0,128104.167,51241.667,128104.167,610623.0,0
100573,3409600,27,126281,23,15,7.0,8.0,3.0,9.0,4.0,21.0,197185.185,1035222.222,147888.889,443666.667,345074.074,394370.37,2904474.074,1
100574,1299400,44,29532,18,29,5.0,10.0,11.0,18.0,3.0,18.0,10583.182,63499.091,38805.0,63499.091,17638.636,35277.273,531572.727,0
100575,5697730,53,107504,31,23,12.0,7.0,24.0,10.0,8.0,44.0,135547.17,745509.434,406641.509,169433.962,203320.755,118603.774,3332634.528,0
100576,508000,8,63500,7,6,2.0,1.0,4.0,1.0,0.0,8.0,0.0,2241300.0,1120650.0,280162.5,560325.0,280162.5,444500.0,0
100577,185666,4,46416,3,2,0.0,3.0,0.0,1.0,0.0,4.0,0.0,1176200.0,0.0,294050.0,0.0,882150.0,139249.5,0
100578,160000,1,160000,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,358000.0,358000.0,0.0,0.0,0.0,160000.0,0
100579,2264300,28,80868,23,21,8.0,6.0,10.0,4.0,3.0,14.0,51482.143,240250.0,171607.143,68642.857,137285.714,102964.286,1859960.714,0
100580,395900,4,98975,4,1,0.0,0.0,4.0,0.0,0.0,4.0,0.0,501000.0,501000.0,0.0,0.0,0.0,395900.0,0
100581,11990450,77,155720,40,48,23.0,16.0,16.0,22.0,14.0,37.0,367890.909,972283.117,420446.753,578114.286,604392.208,420446.753,6228805.195,0
100582,782392,17,46023,9,11,6.0,4.0,4.0,3.0,4.0,12.0,2480647.059,7441941.176,2480647.059,1860485.294,3720970.588,2480647.059,414207.529,0
100583,478000,4,119500,2,4,1.0,1.0,1.0,1.0,0.0,4.0,0.0,6246963.0,1561740.75,1561740.75,1561740.75,1561740.75,239000.0,1
100584,3372417,44,76646,33,22,7.0,7.0,13.0,17.0,2.0,24.0,153013.636,1836163.636,994588.636,1300615.909,535547.727,535547.727,2529312.75,0
100585,3925200,24,163550,22,14,7.0,6.0,5.0,6.0,0.0,12.0,0.0,479440.0,199766.667,239720.0,279673.333,239720.0,3598100.0,0
100586,497300,5,99460,5,4,0.0,0.0,3.0,2.0,2.0,0.0,36754.4,0.0,55131.6,36754.4,0.0,0.0,497300.0,0
100587,424600,5,84920,4,4,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1644080.4,822040.2,0.0,0.0,3288160.8,339680.0,0
100588,979660,31,31602,17,23,9.0,7.0,6.0,9.0,5.0,21.0,29677.419,124645.161,35612.903,53419.355,53419.355,41548.387,537232.903,0
100589,15877520,74,214561,26,29,23.0,23.0,17.0,11.0,16.0,48.0,496322.162,1488966.486,527342.297,341221.486,713463.108,713463.108,5578588.108,0
100590,904600,17,53212,16,11,2.0,4.0,2.0,9.0,0.0,10.0,0.0,1051647.059,210329.412,946482.353,210329.412,420658.824,851388.235,0
100591,4038550,46,87795,29,23,0.0,13.0,15.0,18.0,10.0,29.0,120434.783,349260.87,180652.174,216782.609,0.0,156565.217,2546042.391,0
100592,4154593,52,79896,20,34,27.0,14.0,6.0,5.0,7.0,28.0,84915.385,339661.538,72784.615,60653.846,327530.769,169830.769,1597920.385,1
100593,119000,2,59500,2,1,0.0,0.0,2.0,0.0,1.0,1.0,145900.0,145900.0,291800.0,0.0,0.0,0.0,119000.0,0
100594,3741245,34,110037,27,17,8.0,8.0,6.0,12.0,1.0,25.0,1823.529,45588.235,10941.176,21882.353,14588.235,14588.235,2970988.676,0
100595,3333771,61,54652,28,18,7.0,5.0,30.0,19.0,11.0,26.0,100923.377,238546.164,275245.574,174322.197,64223.967,45874.262,1530255.541,0
100596,3032088,106,28605,30,44,7.0,15.0,35.0,49.0,35.0,57.0,74688.679,121635.849,74688.679,104564.151,14937.736,32009.434,858138.113,0
100597,776000,7,110857,5,4,0.0,0.0,1.0,6.0,0.0,5.0,0.0,2232285.714,446457.143,2678742.857,0.0,0.0,554285.714,0
100598,3776366,44,85826,17,19,9.0,5.0,10.0,20.0,3.0,26.0,8522.727,73863.636,28409.091,56818.182,25568.182,14204.545,1459050.5,0
100599,1225800,13,94292,9,3,0.0,2.0,11.0,0.0,7.0,6.0,391353.846,335446.154,614984.615,0.0,0.0,111815.385,848630.769,0
100600,220000,2,110000,2,1,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3779900.0,0.0,0.0,3779900.0,0.0,220000.0,0
100601,2895100,40,72378,26,21,9.0,6.0,10.0,15.0,2.0,21.0,83965.0,881632.5,419825.0,629737.5,377842.5,251895.0,1881815.0,0
100602,2543399,72,35325,35,43,10.0,28.0,22.0,12.0,8.0,43.0,4222.222,22694.444,11611.111,6333.333,5277.778,14777.778,1236374.514,1
100603,2551470,28,91124,25,17,6.0,14.0,6.0,2.0,1.0,14.0,29564.286,413900.0,177385.714,59128.571,177385.714,413900.0,2278098.214,0
100604,4216308,53,79553,21,35,22.0,11.0,11.0,9.0,2.0,24.0,131512.792,1578153.509,723320.358,591807.566,1446640.717,723320.358,1670612.604,1
100605,2226800,18,123711,11,10,10.0,1.0,2.0,5.0,0.0,10.0,0.0,734280.556,146856.111,367140.278,734280.556,73428.056,1360822.222,0
100606,2416034,40,60401,9,32,10.0,9.0,12.0,9.0,13.0,27.0,638462.5,1326037.5,589350.0,442012.5,491125.0,442012.5,543607.65,1
100607,773051,14,55218,12,6,2.0,0.0,6.0,6.0,0.0,10.0,0.0,361857.143,217114.286,217114.286,72371.429,0.0,662615.143,0
100608,2759000,23,119957,17,13,6.0,5.0,3.0,9.0,6.0,7.0,380842.957,444316.783,190421.478,571264.435,380842.957,317369.13,2039260.87,0
100609,6402300,59,108514,34,30,23.0,19.0,4.0,13.0,7.0,21.0,142137.966,426413.898,81221.695,263970.508,467024.746,385803.051,3689461.017,0
100610,4050000,30,135000,22,12,9.0,9.0,2.0,10.0,0.0,28.0,0.0,587720.0,41980.0,209900.0,188910.0,188910.0,2970000.0,0
100611,1949000,11,177182,9,7,5.0,0.0,2.0,4.0,1.0,5.0,39181.818,195909.091,78363.636,156727.273,195909.091,0.0,1594636.364,0
100612,5528357,62,89167,29,17,6.0,22.0,6.0,28.0,40.0,21.0,60696.774,31865.806,9104.516,42487.742,9104.516,33383.226,2585844.403,0
100613,1163710,25,46548,20,15,9.0,10.0,1.0,5.0,3.0,13.0,122294.88,529944.48,40764.96,203824.8,366884.64,407649.6,930968.0,0
100614,2186816,15,145788,14,10,0.0,0.0,4.0,11.0,1.0,10.0,240646.667,2406466.667,962586.667,2647113.333,0.0,0.0,2041028.267,0
100615,1349700,13,103823,10,7,0.0,5.0,2.0,6.0,2.0,3.0,500746.308,751119.462,500746.308,1502238.923,0.0,1251865.769,1038230.769,0
100616,7348403,42,174962,26,24,6.0,22.0,4.0,10.0,13.0,6.0,230285.714,106285.714,70857.143,177142.857,106285.714,389714.286,4549011.381,0
100617,931609,23,40505,14,16,8.0,2.0,5.0,8.0,12.0,11.0,487826.087,447173.913,203260.87,325217.391,325217.391,81304.348,567066.348,0
100618,2972300,14,212307,12,9,0.0,4.0,4.0,6.0,1.0,6.0,20626.143,123756.857,82504.571,123756.857,0.0,82504.571,2547685.714,0
100619,4214861,50,84297,20,21,10.0,9.0,22.0,9.0,13.0,31.0,233506.0,556822.0,395164.0,161658.0,179620.0,161658.0,1685944.4,1
100620,12014938,139,86438,32,103,39.0,39.0,35.0,26.0,2.0,135.0,64294.101,4339851.799,1125146.763,835823.309,1253734.964,1253734.964,2766028.892,0
100621,2306330,47,49071,26,22,2.0,18.0,22.0,5.0,7.0,36.0,451500.0,2322000.0,1419000.0,322500.0,129000.0,1161000.0,1275842.128,1
100622,9246458,273,33870,29,176,77.0,66.0,62.0,68.0,44.0,185.0,12087.912,50824.176,17032.967,18681.319,21153.846,18131.868,982224.476,0
100623,8905841,21,424088,12,15,7.0,4.0,2.0,8.0,3.0,17.0,471314.286,2670780.952,314209.524,1256838.095,1099733.333,628419.048,5089052.0,1
100624,75300,3,25100,3,3,1.0,0.0,2.0,0.0,0.0,1.0,0.0,542178.0,1084356.0,0.0,542178.0,0.0,75300.0,0
100625,2831885,43,65858,18,20,7.0,4.0,22.0,10.0,9.0,34.0,845979.07,3195920.93,2067948.837,939976.744,657983.721,375990.698,1185440.233,1
100626,9386076,122,76935,23,83,24.0,20.0,34.0,44.0,82.0,40.0,708977.377,345842.623,293966.23,380426.885,207505.574,172921.311,1769506.131,0
100627,14828716,99,149785,45,44,18.0,9.0,43.0,29.0,16.0,80.0,663418.182,3317090.909,1782936.364,1202445.455,746345.455,373172.727,6740325.455,0
100628,5743888,152,37789,31,82,50.0,42.0,24.0,36.0,25.0,71.0,128750.0,365650.0,123600.0,185400.0,257500.0,216300.0,1171450.842,0
100629,1885150,78,24169,32,44,20.0,18.0,29.0,11.0,25.0,46.0,38782.051,71358.974,44987.179,17064.103,31025.641,27923.077,773394.872,0
100630,17007716,39,436095,20,19,10.0,14.0,4.0,11.0,8.0,28.0,482242.462,1687848.615,241121.231,663083.385,602803.077,843924.308,8721905.641,1
100631,896768,42,21352,19,18,8.0,17.0,16.0,1.0,0.0,37.0,0.0,570463.357,246686.857,15417.929,123343.429,262104.786,405680.762,0
100632,800450,6,133408,6,4,2.0,3.0,1.0,0.0,0.0,5.0,0.0,460833.333,92166.667,0.0,184333.333,276500.0,800450.0,0
100633,5478357,63,86958,42,38,13.0,30.0,17.0,3.0,8.0,19.0,116800.0,277400.0,248200.0,43800.0,189800.0,438000.0,3652238.0,0
100634,1599400,17,94082,15,14,16.0,1.0,0.0,0.0,0.0,9.0,0.0,458920.588,0.0,0.0,815858.824,50991.176,1411235.294,0
100635,24235834,101,239959,56,24,26.0,18.0,30.0,27.0,91.0,9.0,1441223.762,142538.614,475128.713,427615.842,411778.218,285077.228,13437690.139,1
100636,5679954,77,73766,37,37,22.0,17.0,29.0,9.0,10.0,41.0,84802.597,347690.649,245927.532,76322.338,186565.714,144164.416,2729328.545,0
100637,2135200,26,82123,22,14,3.0,12.0,7.0,4.0,2.0,17.0,158041.846,1343355.692,553146.462,316083.692,237062.769,948251.077,1806707.692,0
100638,3913600,34,115106,19,20,4.0,4.0,11.0,15.0,7.0,14.0,161061.765,322123.529,253097.059,345132.353,92035.294,92035.294,2187011.765,0
100639,181900,5,36380,5,5,1.0,0.0,3.0,1.0,2.0,2.0,3600674.8,3600674.8,5401012.2,1800337.4,1800337.4,0.0,181900.0,0
100640,3513124,19,184901,17,10,1.0,3.0,10.0,5.0,1.0,15.0,117198.947,1757984.211,1171989.474,585994.737,117198.947,351596.842,3143321.474,0
100641,4306700,37,116397,19,15,5.0,10.0,2.0,20.0,11.0,22.0,134675.676,269351.351,24486.486,244864.865,61216.216,122432.432,2211548.649,0
100642,13146888,45,292153,26,30,13.0,15.0,6.0,11.0,9.0,24.0,1176520.0,3137386.667,784346.667,1437968.889,1699417.778,1960866.667,7595979.733,0
100643,7980417,47,169796,36,19,16.0,18.0,1.0,12.0,3.0,41.0,110144.681,1505310.638,36714.894,440578.723,587438.298,660868.085,6112659.83,1
100644,13742100,42,327193,30,15,4.0,22.0,11.0,5.0,6.0,35.0,908108.571,5297300.0,1664865.714,756757.143,605405.714,3329731.429,9815785.714,0
100645,9718495,105,92557,50,58,22.0,22.0,25.0,36.0,48.0,54.0,657554.286,739748.571,342476.19,493165.714,301379.048,301379.048,4627854.762,1
100646,1628784,42,38781,18,24,11.0,6.0,12.0,13.0,9.0,32.0,46285.714,164571.429,61714.286,66857.143,56571.429,30857.143,698050.286,0
100647,24616447,174,141474,71,61,37.0,33.0,56.0,48.0,9.0,59.0,25644.828,168116.092,159567.816,136772.414,105428.736,94031.034,10044642.167,0
100648,582300,21,27729,14,14,3.0,9.0,6.0,3.0,4.0,11.0,139942.857,384842.857,209914.286,104957.143,104957.143,314871.429,388200.0,0
100649,9536906,41,232607,27,24,6.0,9.0,19.0,7.0,3.0,26.0,78958.537,684307.317,500070.732,184236.585,157917.073,236875.61,6280401.512,0
100650,4376332,114,38389,37,47,25.0,30.0,27.0,32.0,18.0,78.0,46263.158,200473.684,69394.737,82245.614,64254.386,77105.263,1420388.456,0
100651,7553100,74,102069,34,36,24.0,10.0,27.0,13.0,5.0,43.0,59932.432,515418.919,323635.135,155824.324,287675.676,119864.865,3470343.243,1
100652,250360,4,62590,2,3,0.0,0.0,1.0,3.0,1.0,2.0,545900.0,1091800.0,545900.0,1637700.0,0.0,0.0,125180.0,1
100653,6261337,38,164772,22,15,12.0,8.0,8.0,10.0,5.0,31.0,198078.947,1228089.474,316926.316,396157.895,475389.474,316926.316,3624984.579,1
100654,1852972,17,108998,12,7,4.0,8.0,5.0,0.0,0.0,13.0,0.0,916948.118,352672.353,0.0,282137.882,564275.765,1307980.235,0
100655,288400,8,36050,7,7,2.0,0.0,5.0,1.0,1.0,4.0,122412.5,489650.0,612062.5,122412.5,244825.0,0.0,252350.0,0
100656,390810,5,78162,5,2,3.0,0.0,0.0,2.0,0.0,4.0,0.0,1572003.2,0.0,786001.6,1179002.4,0.0,390810.0,1
100657,6298949,93,67731,60,61,21.0,16.0,24.0,32.0,2.0,81.0,7698.925,311806.452,92387.097,123182.796,80838.71,61591.398,4063838.065,0
100658,7101749,35,202907,16,20,5.0,7.0,13.0,10.0,13.0,19.0,698285.714,1020571.429,698285.714,537142.857,268571.429,376000.0,3246513.829,1
100659,1938400,9,215378,7,6,2.0,3.0,1.0,3.0,1.0,5.0,460740.0,2303700.0,460740.0,1382220.0,921480.0,1382220.0,1507644.444,0
100660,492300,11,44755,8,7,3.0,3.0,1.0,4.0,2.0,8.0,126541.091,506164.364,63270.545,253082.182,189811.636,189811.636,358036.364,0
100661,1269057,23,55176,19,18,7.0,3.0,2.0,11.0,7.0,9.0,215904.348,277591.304,61686.957,339278.261,215904.348,92530.435,1048351.435,0
