user_id,city,age,reg_method,reg_date,ex_date,gender
4516,22,25,9,20110516,20171005,male
13414,5,53,9,20070225,20180226,male
10764,13,28,7,20100714,20170916,male
12791,13,17,3,20160206,20180529,female
16435,13,30,9,20100908,20170918,male
8885,22,17,9,20150317,20161125,male
12042,17,15,4,20161204,20161207,female
10507,15,29,9,20140914,20170811,male
12427,5,21,9,20150313,20170925,male
14315,4,24,3,20161106,20171005,female
2573,13,29,7,20150819,20180119,male
12406,13,33,3,20121205,20171216,female
5283,4,25,7,20110324,20171004,female
3784,4,33,9,20101203,20171002,male
21828,13,28,3,20121111,20170925,female
23529,13,37,9,20080118,20170711,male
19340,5,30,7,20110907,20170606,female
5843,5,25,3,20160111,20180716,male
2994,13,25,4,20160424,20171006,male
8920,13,50,9,20050311,20170930,male
3963,13,22,3,20130704,20170914,female
20544,13,34,7,20100615,20170916,female
6870,4,28,4,20151031,20180127,female
6149,15,51,7,20150304,20170930,female
12195,4,28,9,20100510,20170911,male
10383,22,49,9,20110312,20170922,female
6669,5,29,9,20130507,20170918,male
3849,22,28,9,20060227,20170615,female
2306,13,34,3,20141003,20170910,male
15198,5,17,7,20150719,20171007,female
7742,15,17,7,20140910,20180408,male
11227,5,28,3,20111227,20180909,female
24636,4,38,9,20111210,20170718,female
21636,12,24,9,20110107,20170809,male
12428,13,51,9,20070623,20170930,male
2055,1,19,4,20161215,20161218,female
9185,9,20,9,20121025,20161230,female
12873,22,22,9,20160305,20170616,female
2196,6,41,9,20110525,20170912,male
6420,11,30,4,20161230,20170115,female
18115,13,37,9,20090926,20180124,female
3017,21,0,4,20161205,20170612,male
2799,9,41,9,20111118,20170930,female
6960,9,27,9,20130912,20170912,female
6392,21,19,9,20111111,20171004,female
3577,4,23,9,20111001,20170708,female
9521,13,28,3,20130930,20170907,male
12512,6,22,7,20130610,20170818,female
1828,22,38,9,20041103,20170930,female
1164,13,34,7,20160222,20170922,male
862,13,25,9,20070411,20170930,male
3140,3,24,3,20120713,20170930,male
14137,17,22,9,20100831,20171003,male
11198,9,22,9,20080905,20170615,female
892,15,27,9,20070427,20171021,male
16529,13,27,9,20071031,20170521,male
20867,15,20,4,20161221,20161225,male
14745,13,23,3,20130224,20170811,male
10197,5,25,9,20140901,20171004,male
4463,4,34,9,20060225,20170919,male
8288,5,21,9,20081004,20171002,male
15395,7,19,3,20130504,20161231,male
17945,13,26,9,20100827,20181112,male
15981,5,42,9,20100228,20150802,male
5123,9,26,7,20140617,20170930,female
8704,3,35,3,20140115,20180622,female
14855,4,27,3,20140812,20171020,female
24205,1,0,3,20150612,20170713,female
6752,5,27,9,20110922,20170921,male
10390,21,23,4,20161224,20170709,female
11716,5,40,9,20111127,20170930,female
6847,5,27,9,20170107,20180224,male
12473,13,17,9,20160229,20180308,female
17699,4,25,3,20121123,20170910,female
932,4,30,9,20151009,20180210,male
10331,6,14,9,20170114,20170423,male
16282,18,5,7,20100617,20170503,male
17661,13,28,9,20110824,20171004,female
15039,13,24,9,20110214,20170908,male
19032,4,32,3,20131120,20171028,male
16898,13,35,9,20071222,20171005,female
13747,13,0,9,20150303,20170423,male
17265,13,29,9,20100614,20170718,female
18243,5,54,9,20110110,20170826,male
514,1,0,7,20110307,20171005,female
17233,22,34,9,20101230,20171105,male
14274,1,17,4,20160911,20170709,male
12864,1,45,3,20160303,20160306,female
23098,13,49,3,20151106,20171004,female
2227,9,26,3,20130612,20170921,female
22048,6,30,3,20130317,20180204,female
11558,5,24,9,20060217,20170912,male
623,12,22,3,20131216,20180621,male
1761,5,24,9,20110203,20171005,female
3253,12,20,9,20150629,20170814,female
19835,9,18,9,20161214,20170116,female
7295,13,20,9,20140430,20170925,female
22794,1,17,3,20150915,20161128,female
14780,5,0,3,20150719,20171009,female
4085,9,22,9,20151209,20180819,male
3482,13,37,3,20140115,20170920,male
1991,17,17,7,20160214,20170914,female
6955,6,31,7,20110425,20170930,female
10886,15,40,9,20070412,20171015,male
13649,5,20,9,20160415,20171006,male
3178,15,32,9,20140406,20171007,female
21629,22,18,4,20160102,20170708,female
14468,22,50,3,20120601,20170612,female
10230,21,20,7,20111028,20170930,female
21133,14,30,9,20040403,20170722,male
8481,13,24,3,20130521,20170921,female
1401,15,24,9,20160914,20170909,male
4491,6,38,9,20131228,20180222,female
19115,14,26,7,20111018,20171004,female
13894,5,29,9,20061008,20170922,male
23829,4,38,3,20170112,20170115,male
1274,14,22,9,20130211,20181001,female
2775,4,0,9,20150531,20170908,male
393,13,34,3,20120626,20171102,female
17551,6,39,9,20070208,20170930,male
12566,12,22,9,20130204,20170129,female
19773,22,18,3,20121201,20170711,male
20209,1,0,3,20150302,20170612,male
3382,3,29,9,20051227,20170930,female
20284,22,31,4,20160909,20171005,male
2479,6,0,4,20151115,20171007,male
16710,13,47,7,20120118,20170918,male
21876,22,25,4,20160110,20170914,female
23931,14,29,7,20110729,20170805,male
2209,21,30,9,20130708,20180126,female
12606,6,30,9,20070524,20170930,male
9444,5,41,9,20110615,20181011,male
22512,9,42,7,20111228,20170913,female
9588,10,20,3,20160320,20171022,male
4268,13,54,9,20100201,20171205,male
4862,4,19,3,20130517,20170906,male
11657,1,45,7,20110308,20170909,female
2404,22,29,7,20170114,20170914,female
16207,9,31,9,20090206,20171014,female
2298,10,38,9,20070813,20170912,female
14674,3,28,7,20120111,20171006,male
2361,1,19,4,20161227,20170130,female
6731,13,26,3,20141214,20171217,female
11045,22,0,9,20040326,20171010,male
3616,13,25,9,20151119,20170108,female
4040,4,23,9,20100605,20180318,male
174,13,18,3,20150331,20171001,male
8592,6,29,9,20071123,20171004,male
4176,5,20,9,20150314,20170915,female
11483,22,24,3,20160412,20170921,female
9608,1,18,4,20161108,20161112,female
5562,6,21,3,20140415,20171016,female
14651,5,33,9,20070207,20170914,female
12976,10,28,9,20090217,20171006,male
15333,11,34,3,20130225,20171011,female
1414,4,28,3,20121117,20170930,male
12570,5,24,4,20161117,20170327,male
11210,15,18,3,20150727,20170613,male
14763,13,21,3,20150813,20170919,female
2032,6,30,9,20131009,20180512,male
1494,14,18,3,20150123,20180303,male
604,13,25,9,20110525,20170927,female
8825,5,26,4,20151117,20170715,female
18653,4,22,3,20121221,20180426,female
9582,15,22,9,20110606,20171004,male
16429,13,29,3,20131229,20170906,male
2835,13,27,9,20110329,20171016,male
11987,13,28,7,20120916,20170811,male
12013,22,21,9,20161106,20171011,female
18679,9,38,9,20111120,20171011,female
9173,5,25,9,20120617,20170607,male
7539,15,32,9,20080617,20180413,male
5417,13,27,7,20110210,20170930,female
381,13,20,9,20150405,20170930,male
6643,4,24,3,20130906,20170918,male
15756,5,30,3,20130426,20171020,male
22586,6,33,9,20160110,20170916,male
13766,17,22,9,20070513,20170813,female
10299,4,23,9,20070619,20180205,male
10387,13,37,9,20100627,20171006,male
11357,22,27,9,20090624,20180228,male
13397,13,41,9,20050430,20170916,male
2028,15,20,9,20100730,20170925,female
2364,10,21,3,20140514,20171012,male
21655,7,0,4,20161227,20161230,male
3762,4,29,9,20140603,20171003,female
5206,13,23,9,20090909,20171018,male
9913,5,31,9,20070609,20171025,female
946,4,29,9,20051230,20171003,female
10798,6,0,3,20120614,20171006,female
17399,9,41,3,20130224,20171002,male
5029,3,26,3,20140928,20170327,male
10954,6,58,9,20100219,20171231,female
8552,5,24,3,20140817,20171004,male
2605,22,0,7,20160311,20171002,female
1177,4,27,7,20110827,20171005,female
15258,13,23,3,20150411,20170927,male
1398,17,20,3,20130315,20171005,female
10913,5,27,7,20110513,20170913,female
7869,22,25,9,20110827,20170929,female
5170,15,47,9,20140119,20170830,female
3673,13,45,9,20100416,20180214,male
2550,5,25,9,20060802,20170909,female
19793,5,33,9,20040328,20170910,female
3086,6,18,9,20150503,20170827,male
20035,15,26,9,20081218,20170816,female
2118,5,27,9,20051230,20180804,male
11611,1,21,4,20160313,20161112,female
17606,15,0,9,20040619,20041016,female
24845,1,0,3,20150129,20170118,male
7652,22,17,7,20111230,20170930,male
10629,5,27,7,20120522,20170917,female
5695,15,23,3,20141223,20170910,female
77,14,23,9,20110626,20171005,male
3915,13,31,9,20100522,20170926,male
7358,5,29,9,20110331,20171005,female
6698,14,23,7,20141019,20170911,female
299,22,26,7,20111230,20180403,female
9964,5,18,3,20130526,20170818,male
15292,7,20,4,20151108,20170601,female
3638,4,29,9,20060826,20170924,female
2289,5,35,4,20151226,20170909,male
2247,17,57,9,20071022,20170930,male
4897,5,32,9,20090923,20171001,female
19820,13,33,4,20151127,20170614,male
23455,8,20,3,20161121,20170930,female
18972,15,32,9,20060905,20180528,male
5312,3,23,3,20130329,20171107,female
791,14,21,9,20070527,20170912,female
4035,15,36,3,20121215,20171119,female
4098,1,30,4,20161222,20170925,male
18139,8,27,9,20051117,20171006,male
19199,8,18,3,20130615,20170602,female
19619,14,40,9,20120715,20170924,female
3047,6,41,7,20160320,20170919,female
6018,4,19,3,20140124,20170917,female
4227,22,21,9,20081127,20180531,male
21105,15,20,4,20161120,20170731,female
2049,12,34,3,20121001,20170911,male
18584,4,21,9,20141103,20170810,female
13292,11,36,9,20140528,20171030,female
5763,13,26,3,20121211,20170626,male
15583,6,30,9,20081221,20170926,female
7319,18,24,7,20111125,20171001,male
8911,15,33,9,20130504,20180111,female
13630,11,26,9,20070928,20170930,female
9836,1,21,3,20160115,20170406,female
17894,13,29,9,20051107,20170930,male
21517,13,32,4,20151024,20161130,female
21367,22,16,3,20161102,20161123,female
7799,15,26,9,20151114,20171016,female
18992,13,18,3,20130917,20161231,female
21978,13,39,7,20110711,20170911,male
489,13,24,3,20120131,20170916,female
6968,5,26,9,20081110,20171102,male
6323,4,0,9,20151012,20170917,female
21625,22,27,9,20040328,20170922,female
22517,5,40,9,20130125,20171231,male
1620,5,0,4,20160607,20170911,female
6152,4,22,9,20090426,20170609,female
24359,22,35,4,20160325,20161106,female
10451,15,31,9,20070210,20170923,female
21131,6,30,9,20160617,20180921,male
13095,8,25,3,20161204,20170709,male
11089,6,28,9,20040327,20171205,female
16412,17,23,9,20111130,20170908,male
11309,1,25,3,20150118,20170917,male
7536,22,24,3,20150306,20170919,male
2060,4,28,9,20120831,20180914,female
3242,13,24,9,20060815,20170302,female
9051,1,22,3,20150928,20171006,male
16045,5,26,3,20121209,20170926,male
24200,5,40,9,20060406,20180505,female
6774,13,40,9,20060326,20171003,female
6213,13,16,9,20151129,20180322,female
12694,8,29,7,20150426,20170717,male
12309,5,31,7,20130629,20170711,female
14266,6,60,9,20100812,20180722,male
18838,15,21,4,20161021,20171125,male
13625,13,31,9,20091213,20171006,female
9294,4,22,9,20110708,20170104,male
3871,13,35,7,20101121,20171126,male
23499,12,18,3,20150310,20150317,female
11723,15,0,4,20160210,20170918,female
2467,17,32,9,20110724,20170910,male
11647,22,25,4,20160829,20171002,female
23017,5,36,7,20101028,20170915,female
5011,13,31,9,20100503,20171004,female
1606,13,21,9,20091026,20170915,female
21619,15,44,7,20130106,20171123,male
2246,12,23,4,20160325,20170908,female
4477,4,35,3,20130331,20171010,male
12064,1,21,9,20141128,20171002,female
18837,4,25,9,20060307,20170930,male
1729,4,30,3,20130712,20170930,male
9615,15,25,3,20141004,20180112,male
14744,6,26,7,20140118,20170917,female
8029,13,49,9,20070829,20171030,male
15634,15,26,7,20161123,20170627,female
16049,13,53,3,20150104,20170914,female
16341,22,27,9,20160424,20171023,female
6649,13,34,3,20131230,20180116,female
12587,15,29,9,20041209,20170930,male
10124,13,34,9,20090415,20171002,female
7430,13,17,9,20160120,20170907,female
8371,13,27,9,20120512,20180212,female
9750,15,26,4,20160312,20171107,male
3545,4,32,9,20070715,20171004,female
9991,4,21,7,20150503,20170909,male
4153,15,31,7,20110226,20170930,male
13848,4,27,7,20120116,20171015,female
19437,4,43,9,20110308,20170910,female
7331,13,27,3,20130122,20171017,male
5748,5,52,9,20111204,20180907,male
14914,4,34,9,20100402,20170930,male
7600,5,24,9,20110121,20180813,female
9554,8,23,9,20100902,20171007,male
4177,4,27,9,20100511,20171003,male
13367,13,31,9,20110719,20180323,female
5757,5,29,7,20110521,20171015,female
2450,13,41,9,20101126,20170921,female
21691,5,19,3,20150601,20170708,male
19290,5,23,4,20160118,20170923,female
5400,13,17,3,20140424,20170807,male
11549,1,22,4,20161205,20171007,male
10932,6,28,9,20060625,20170916,female
6496,9,44,9,20040907,20170815,female
10905,14,30,7,20110227,20170918,male
13042,22,0,9,20130725,20170908,female
4717,4,24,3,20150216,20170918,male
11158,5,28,9,20130531,20171006,female
21746,1,30,3,20140922,20140929,female
2522,22,24,4,20151028,20171013,female
16194,4,18,4,20160323,20170603,female
6404,5,25,9,20101210,20171018,male
14238,5,32,9,20151022,20171030,female
23377,6,37,9,20120610,20170228,female
11417,15,20,3,20121122,20171212,male
2959,13,37,9,20100420,20170925,male
10836,15,23,4,20160314,20171017,female
21871,13,24,9,20100211,20170608,female
7567,13,40,9,20111125,20171004,male
10361,13,21,3,20140527,20170921,male
4666,4,30,9,20070815,20171006,female
15505,6,20,3,20160130,20170811,male
13008,18,21,9,20070517,20161217,male
6387,4,21,9,20070713,20170930,female
678,6,30,9,20111112,20180717,male
12764,6,30,9,20161016,20170514,female
2475,13,31,9,20141030,20171206,male
13332,7,31,7,20160201,20171001,female
15601,15,33,9,20110222,20171015,female
8159,14,56,9,20090122,20170930,male
11394,14,26,3,20140923,20170723,female
320,13,26,9,20100829,20171001,female
12307,11,36,3,20151101,20170916,male
2382,22,19,3,20140915,20170505,female
15700,5,41,7,20101223,20170930,female
18932,22,24,9,20080725,20170919,male
8186,13,38,9,20060616,20171026,male
23687,12,33,9,20151211,20170213,female
16943,15,18,4,20160210,20170131,male
24481,4,40,3,20161217,20161220,female
17191,18,17,4,20161218,20170613,male
19615,5,45,9,20071224,20170930,male
18621,1,28,7,20150830,20170930,female
6763,4,35,9,20091115,20171012,female
17657,4,31,7,20140405,20171004,male
18385,14,20,9,20140403,20171003,male
11189,15,18,3,20151117,20170927,female
10351,13,34,9,20150514,20171006,male
7352,4,28,9,20100420,20170703,male
5824,13,29,9,20060722,20180310,male
13510,14,35,7,20110328,20170916,female
15441,22,41,7,20130914,20170930,male
3092,13,22,3,20140413,20170814,female
319,4,34,9,20150308,20170909,male
362,15,29,9,20050405,20171003,male
11899,15,22,4,20160904,20171003,female
4820,1,0,3,20150119,20170903,male
4218,6,32,9,20051106,20170923,female
24082,18,31,9,20111016,20170721,male
3611,13,16,9,20110703,20180915,male
185,18,27,9,20151121,20171213,female
10658,4,34,9,20081029,20170520,male
21038,22,23,3,20161119,20161210,female
22003,15,21,3,20130712,20170716,male
11563,15,24,3,20151115,20160909,female
9695,5,33,9,20110116,20170926,female
1073,6,35,3,20141110,20170925,male
8651,6,33,7,20130224,20171005,male
16986,13,28,9,20101214,20181115,female
23921,22,50,3,20130830,20170609,male
23164,14,36,9,20150708,20170910,male
21529,15,27,9,20070321,20170923,female
21055,13,28,9,20070116,20170930,male
5053,22,45,4,20170122,20170126,male
1314,13,42,9,20081103,20181002,male
5447,5,21,3,20131108,20170917,female
14327,22,29,4,20151208,20171010,male
8962,14,41,3,20141219,20171216,male
3432,15,0,7,20110331,20171001,male
21106,13,18,3,20150531,20170714,female
8280,13,23,3,20150403,20171003,male
22593,1,30,4,20170129,20170205,female
11103,18,24,9,20090420,20170917,male
6908,15,42,9,20040705,20180413,male
17929,13,25,9,20050213,20170803,female
6613,22,21,3,20130907,20170930,female
23070,4,21,9,20141018,20170122,male
2561,13,28,9,20161001,20171121,female
9212,13,47,9,20090428,20170921,male
23620,5,27,3,20141227,20170103,female
14602,4,31,9,20100116,20170525,female
6838,13,32,9,20120905,20171004,female
1436,12,27,9,20070428,20180522,male
21405,11,25,9,20090620,20161226,male
3392,1,17,3,20141025,20170812,male
19965,17,53,7,20150909,20170909,female
10557,22,29,3,20150107,20170610,female
18328,6,29,9,20111014,20111015,male
7613,14,18,9,20141126,20180309,female
5722,11,22,3,20141129,20170924,female
14476,1,38,9,20081018,20180220,male
5814,13,17,4,20151221,20170918,female
16044,15,22,9,20110223,20170908,female
20825,5,32,9,20070208,20171003,male
12069,1,42,4,20170120,20170810,female
1950,13,27,9,20130626,20170926,male
22548,4,19,4,20151222,20170107,male
22572,12,28,9,20070926,20161204,male
14992,10,46,9,20110104,20180430,female
21561,1,22,3,20161027,20161124,male
3322,4,46,9,20140510,20170930,male
14227,6,24,9,20160826,20171004,female
695,13,26,9,20140723,20180102,female
3301,18,25,9,20120805,20170930,male
12182,13,21,3,20130514,20170911,male
13093,6,39,9,20080923,20171015,female
21840,9,28,7,20150822,20170921,male
10603,13,26,9,20110506,20170814,male
11652,4,24,4,20160302,20170918,female
12342,13,24,9,20110824,20171010,male
21351,14,27,9,20111217,20180204,male
24975,1,22,3,20150407,20150414,female
4622,13,27,3,20140814,20170918,female
2761,13,27,9,20110715,20171002,female
23972,13,28,7,20130831,20170922,male
12474,4,16,4,20161010,20170924,female
19135,13,0,9,20120109,20171012,male
17187,13,31,3,20130725,20170824,female
9193,22,31,9,20040725,20171102,male
11693,22,29,4,20160401,20170923,male
4341,13,44,3,20150523,20170612,female
21997,11,37,4,20160401,20170920,male
18477,4,24,4,20160904,20170201,female
8594,1,0,4,20151205,20161205,male
4898,13,32,7,20101028,20170930,female
12849,13,24,9,20141216,20170621,female
10386,5,34,9,20071108,20171002,female
15696,13,18,3,20120519,20180714,male
5828,13,35,9,20061118,20171102,male
9213,13,27,9,20140912,20170907,female
5502,10,26,3,20120611,20170918,female
22536,5,19,3,20150315,20170608,male
509,12,28,3,20170108,20170111,female
11706,13,17,4,20160804,20170909,female
13249,8,27,9,20130623,20170717,male
20928,22,30,9,20101225,20161202,female
1793,5,28,3,20150609,20170717,male
7785,6,20,3,20140315,20171221,female
20832,18,30,9,20110812,20170709,male
5949,1,26,3,20151024,20171209,male
11958,5,25,9,20100225,20171014,male
10222,21,15,3,20160825,20170612,female
8324,22,31,3,20150611,20170924,female
1788,8,34,9,20040330,20180206,female
11012,13,34,7,20110216,20170917,male
12544,5,28,9,20111113,20171015,female
2026,13,20,9,20150827,20170722,male
16300,5,22,3,20161001,20170915,female
13549,13,22,9,20091211,20170923,male
21155,22,26,9,20090802,20170910,male
8167,8,26,9,20150508,20171225,female
16612,9,31,9,20080623,20170907,female
22604,4,38,4,20161116,20161123,male
22464,4,14,3,20161126,20161203,female
9802,4,19,3,20161015,20170624,male
13184,13,23,3,20150909,20171017,male
12133,22,34,9,20080505,20171012,male
8425,13,46,7,20110224,20170924,male
17772,17,17,3,20120704,20170926,male
810,15,32,9,20070224,20170930,male
11773,4,20,9,20160612,20170710,male
8936,13,34,4,20160904,20171027,female
11515,13,28,3,20141102,20170914,female
547,13,26,9,20160306,20171006,female
3516,4,26,3,20140819,20180305,male
15884,22,27,9,20111224,20171026,male
10754,22,47,9,20160603,20170910,female
13113,15,44,9,20051215,20170930,male
13735,6,20,9,20141021,20171029,male
6890,13,24,9,20110827,20180104,female
2903,15,22,3,20120607,20170924,female
5693,5,33,9,20110907,20170911,female
2893,13,40,9,20061029,20171028,female
13538,4,43,9,20111016,20170919,female
12460,22,27,3,20150824,20171003,male
23870,8,21,7,20140826,20161120,male
4166,4,26,9,20120913,20170930,female
20734,4,48,3,20151018,20170616,female
16641,21,26,3,20130515,20170811,female
3273,13,21,3,20120824,20170819,male
13319,5,24,7,20150121,20170913,male
11673,15,27,3,20120707,20170925,female
5938,5,32,3,20140303,20171007,female
20958,15,30,9,20120604,20171004,male
22925,11,31,4,20161210,20170609,male
9743,14,32,7,20121014,20170914,male
11042,22,34,7,20111230,20170912,male
20489,6,39,9,20111028,20170930,male
9413,13,47,9,20111224,20180330,male
5688,22,17,4,20160413,20170621,male
20862,1,0,3,20141017,20170709,male
18902,4,39,9,20120603,20170930,female
14799,5,44,9,20070827,20161231,female
4020,17,29,9,20120608,20171007,female
9943,10,38,9,20100828,20170913,male
15168,5,37,3,20141209,20170915,female
1733,13,37,9,20060901,20180202,male
13267,13,27,9,20141206,20180106,male
24707,1,24,4,20160619,20161204,female
15680,15,42,9,20090411,20170907,female
8464,8,29,7,20130611,20170908,female
22074,13,18,7,20150113,20170909,male
797,4,28,9,20130101,20170918,female
10643,15,27,3,20130331,20171111,male
20183,1,21,3,20141015,20161106,male
2544,5,25,7,20120908,20170916,male
24162,4,25,3,20120519,20161219,female
2540,4,30,7,20140910,20170410,male
22374,5,19,7,20160229,20170930,female
16012,12,38,9,20071010,20171005,female
3907,22,21,4,20160605,20170913,female
7529,5,30,9,20071117,20170930,female
4123,13,21,4,20160913,20180128,male
22890,5,33,4,20170115,20170217,female
14617,5,56,4,20160122,20170613,male
13607,15,19,4,20160825,20161126,male
18320,1,29,4,20160220,20160326,female
6288,5,25,9,20111122,20170723,female
727,13,28,9,20090224,20171019,male
3489,13,26,9,20080217,20170926,male
2654,5,27,9,20121116,20171005,male
24375,15,46,4,20160219,20170611,male
57,4,23,9,20110703,20171006,female
19570,5,49,9,20090131,20170501,male
10903,22,32,9,20060603,20171005,female
6430,5,42,9,20080310,20171004,female
23195,14,40,9,20110928,20180325,female
16591,13,21,9,20110817,20171027,male
14720,4,25,7,20111027,20170911,female
15559,22,20,4,20160625,20170922,female
17898,15,29,9,20051026,20180613,female
12701,22,51,9,20041009,20170930,male
12096,6,35,9,20070930,20171004,female
13880,15,31,9,20080216,20171029,male
10345,6,24,9,20110727,20170624,male
4260,5,0,7,20130916,20170909,male
10070,5,46,9,20090109,20170722,female
23099,5,36,3,20150516,20170921,female
15246,5,17,3,20150416,20170913,female
17217,13,34,3,20130416,20170921,female
6375,13,23,9,20101126,20170915,female
19703,4,22,4,20161031,20170910,male
7149,22,27,7,20140329,20170919,female
11951,22,23,4,20160912,20170714,male
527,15,20,7,20140822,20171006,female
18900,13,15,3,20150604,20170714,male
14802,22,37,9,20120615,20170913,male
3604,5,33,9,20121225,20180103,female
6515,5,25,7,20110811,20180521,female
24201,13,30,9,20100714,20170930,male
21186,13,23,3,20130730,20170913,female
1549,22,18,4,20160531,20171104,female
121,22,41,9,20051119,20171001,male
15936,1,24,3,20160418,20170927,male
4970,8,27,9,20060523,20170930,male
21098,13,21,4,20160826,20170913,male
3712,4,22,9,20100731,20171019,female
6491,3,31,9,20040916,20170918,female
16121,21,31,9,20090627,20171017,male
20907,4,24,9,20160218,20171004,male
640,13,30,9,20101127,20180116,male
10461,15,22,9,20110306,20170912,male
9126,12,27,7,20111101,20170909,female
4731,6,27,9,20070727,20170919,female
16555,13,29,7,20161017,20170916,male
14952,15,26,9,20110126,20181016,male
14487,11,29,7,20121020,20170909,male
6654,6,25,9,20080105,20171020,female
895,10,22,4,20160320,20171003,female
5863,22,31,9,20051030,20170917,male
18451,13,27,7,20110714,20170910,male
15834,10,28,3,20120105,20171023,female
4747,5,41,3,20160813,20171004,male
15430,5,46,7,20110627,20170930,female
22960,22,31,3,20141229,20170715,female
8352,11,28,9,20130126,20171028,female
15607,5,37,9,20080805,20171023,female
9522,5,50,7,20120912,20170902,female
8196,18,33,9,20111110,20170921,male
688,6,52,9,20071202,20170915,female
10490,14,23,7,20140929,20170915,female
3773,4,30,9,20111014,20170918,male
14071,5,17,9,20160201,20171005,female
4204,13,39,9,20070915,20170927,female
24278,15,35,9,20060321,20170930,male
14526,8,43,3,20140623,20171005,male
11542,13,27,9,20091105,20170920,male
15024,13,25,9,20110912,20170718,female
12214,11,34,9,20070610,20170910,female
3836,15,32,9,20110419,20171022,male
12021,4,31,7,20110816,20171006,male
24165,15,33,7,20130329,20161030,male
13694,5,22,3,20150108,20170908,male
14706,13,32,9,20110703,20170916,male
7233,13,22,3,20140807,20170923,male
10500,13,31,9,20070313,20170930,male
11021,13,26,3,20150406,20170909,male
22767,13,36,9,20061106,20170914,male
2902,4,28,4,20151214,20171206,male
22694,5,19,3,20161118,20161209,female
7091,12,25,9,20141014,20180519,female
3671,13,35,9,20090212,20170930,male
10145,5,26,7,20150611,20170916,male
20824,13,25,7,20130510,20171001,male
22142,5,22,3,20150708,20170613,male
23759,15,15,4,20160401,20170618,male
13571,6,16,3,20150227,20170124,male
9816,12,0,4,20151130,20170912,female
4620,13,32,9,20110101,20170916,male
5128,6,32,9,20071230,20170414,female
524,10,20,4,20160413,20171005,female
8547,5,19,4,20151025,20180708,female
14954,13,32,9,20091225,20171028,male
8938,4,16,3,20161125,20170301,female
18812,13,20,3,20130221,20171004,female
19368,5,18,7,20140829,20170913,female
5091,12,29,9,20150803,20170924,male
16086,5,49,9,20060907,20170808,male
7215,9,38,9,20140209,20170910,female
16561,13,27,9,20110712,20170712,female
4669,15,22,3,20111228,20171022,male
2398,13,33,7,20110113,20170926,male
5826,13,31,9,20071130,20171022,male
16048,5,30,7,20101109,20170909,female
16577,13,30,9,20110515,20171016,male
10168,8,29,9,20150925,20171004,male
15392,14,14,9,20150417,20180319,male
21534,4,43,9,20110425,20180221,female
22884,1,40,3,20131003,20171003,male
17335,5,25,4,20160916,20161120,male
4403,14,17,4,20151216,20171004,female
17504,5,40,9,20101128,20171103,female
11500,4,38,9,20100123,20160602,male
1295,13,35,7,20150412,20171205,male
10382,5,33,9,20041112,20170930,male
12844,21,38,9,20141003,20170817,female
21584,15,38,9,20100130,20170926,female
14092,5,27,9,20110118,20170906,male
20951,1,42,3,20140824,20161031,male
1835,22,47,9,20070211,20170718,male
15640,5,43,9,20110904,20170926,female
6259,15,21,3,20141202,20170919,female
9634,15,27,9,20080708,20170930,male
2585,6,23,9,20130523,20180329,female
19221,5,18,3,20161203,20161206,male
17118,4,0,3,20131003,20171001,female
2229,13,37,9,20070622,20170930,female
6738,11,26,9,20060627,20171224,female
24910,22,55,3,20160923,20160926,female
20821,1,55,3,20140906,20161213,male
6506,13,23,9,20090815,20180818,female
20914,20,28,7,20110117,20170917,female
4795,13,25,4,20160115,20170714,female
14921,12,15,4,20160416,20160521,male
5046,5,41,9,20061204,20180121,female
2277,1,19,3,20160405,20170505,male
9186,6,21,7,20160214,20170813,male
3972,15,22,3,20141110,20171007,female
7644,13,49,9,20111201,20170606,female
22346,12,22,4,20160619,20170911,male
1633,4,32,9,20070930,20180516,female
433,5,25,7,20151101,20170930,female
9890,4,27,9,20150802,20171003,male
15963,5,23,9,20080422,20170925,male
6188,13,49,9,20101001,20171002,female
7735,11,46,9,20150425,20170217,female
18436,5,24,7,20160402,20170402,female
5361,5,36,9,20100629,20180207,male
2406,5,23,3,20120818,20170810,female
11740,13,29,9,20051020,20170930,female
8891,4,19,3,20150130,20171010,female
9152,14,45,9,20061207,20171005,male
1865,5,47,4,20160229,20170921,female
17051,15,22,9,20110825,20170911,male
4440,13,28,9,20070713,20170930,female
16756,13,21,9,20160906,20171027,male
2323,14,21,7,20141009,20170528,male
1968,13,32,9,20040328,20171001,male
7500,22,20,9,20110728,20171009,male
21503,6,31,3,20120905,20170630,female
7202,22,25,3,20150811,20180206,male
13107,5,19,3,20120113,20170714,female
19641,5,37,9,20141109,20171018,female
24960,14,25,9,20141111,20170913,female
2383,22,26,3,20120117,20180909,female
11815,15,30,9,20060530,20171218,female
18218,4,34,9,20120615,20120616,female
3196,15,22,3,20160327,20170617,female
10267,13,36,9,20111004,20171230,male
20695,15,26,4,20161013,20161214,male
3873,13,25,3,20120201,20170918,male
9880,13,32,4,20160228,20171004,female
5112,11,24,9,20061016,20180208,female
22954,14,0,4,20170131,20171003,male
15202,16,23,3,20130814,20170930,male
9918,14,46,9,20110910,20180124,male
22702,15,17,3,20150131,20150615,female
6585,22,17,3,20170114,20170117,female
2078,14,22,9,20060404,20171002,female
23262,22,55,3,20130906,20180308,female
17224,4,30,9,20140531,20170911,male
16526,14,32,9,20110210,20171126,male
16416,5,57,9,20111001,20170914,female
14412,13,39,9,20121126,20171015,male
