user_id,city,age,reg_method,reg_date,ex_date,gender,E_DAY,total_listen,rec_genre
4131,13,27,9,20131217,20170919,male,1475,141.0,7.0
24334,4,37,3,20150321,20171002,male,1016,3.0,2.0
7853,3,20,3,20141113,20171001,male,1144,114.0,6.0
3156,22,26,3,20140201,20171223,male,1429,518.0,19.0
18737,5,27,9,20070624,20171114,male,3843,120.0,5.0
21682,12,16,4,20160126,20160219,female,705,0.0,3.0
1362,5,36,9,20080117,20170923,female,3636,90.0,8.0
15126,13,31,9,20101030,20170306,female,2619,37.0,7.0
11407,12,24,9,20141228,20170203,male,1099,47.0,6.0
8805,10,27,7,20111223,20170908,male,2200,53.0,7.0
11683,13,15,4,20160622,20170610,female,557,18.0,6.0
11216,5,18,3,20150112,20171006,male,1084,65.0,4.0
14461,13,21,9,20141217,20170920,male,1110,28.0,9.0
14186,22,21,9,20150806,20170305,female,878,67.0,8.0
15277,13,34,7,20110809,20170909,female,2336,48.0,7.0
12344,7,28,7,20151014,20170913,female,809,116.0,12.0
12828,15,24,3,20141006,20171002,female,1182,122.0,9.0
529,15,24,7,20160214,20171003,female,686,184.0,13.0
13805,15,131,7,20101216,20170916,female,2572,62.0,8.0
9791,22,22,9,20101206,20170926,female,2582,202.0,15.0
8111,22,25,7,20170117,20170917,male,348,43.0,5.0
15162,13,17,3,20160103,20171005,female,728,57.0,7.0
4910,15,25,3,20130223,20170911,male,1772,178.0,12.0
19009,14,34,9,20060328,20171005,female,4296,38.0,7.0
8498,8,26,3,20131102,20171009,female,1520,156.0,11.0
6581,13,23,9,20090228,20170926,male,3228,267.0,13.0
8839,22,22,9,20080410,20170721,female,3552,189.0,12.0
17099,8,20,3,20130814,20170611,female,1600,86.0,8.0
19883,1,13,3,20170115,20170118,female,350,9.0,4.0
6201,6,32,9,20051029,20170930,female,4446,113.0,7.0
3241,15,24,9,20111105,20171021,female,2248,87.0,10.0
20109,5,62,9,20130524,20171002,female,1682,7.0,3.0
5254,22,23,9,20160810,20180113,male,508,88.0,11.0
18074,13,22,9,20070609,20170715,male,3858,16.0,5.0
8522,12,20,3,20160220,20180525,male,680,89.0,7.0
10548,11,30,9,20160315,20170928,female,656,119.0,14.0
14684,1,0,3,20140826,20170920,male,1223,5.0,3.0
1940,1,17,4,20160204,20170915,male,696,15.0,5.0
14784,4,27,7,20140115,20170909,male,1446,6.0,5.0
22487,4,19,4,20160126,20170323,male,705,0.0,3.0
4442,21,24,7,20130419,20170919,male,1717,50.0,7.0
5923,13,27,3,20150411,20170920,female,995,174.0,11.0
4989,1,18,3,20150803,20170320,male,881,12.0,6.0
5155,3,18,4,20161120,20170610,female,406,150.0,7.0
18688,13,27,3,20130512,20170821,male,1694,63.0,4.0
8181,13,36,3,20141030,20170919,male,1158,2.0,3.0
6987,5,22,4,20160808,20170711,male,510,244.0,11.0
17908,15,31,9,20110828,20170715,male,2317,9.0,4.0
375,5,20,9,20120113,20170910,female,2179,7.0,11.0
19132,5,49,4,20161209,20170709,female,387,24.0,4.0
21982,5,20,4,20160319,20160416,female,652,5.0,3.0
14220,5,24,9,20110611,20171022,female,2395,59.0,4.0
22970,13,35,9,20161129,20170930,female,397,18.0,5.0
8510,13,31,9,20110113,20171014,female,2544,91.0,8.0
16740,13,25,9,20060219,20170930,female,4333,56.0,4.0
6002,13,40,9,20100503,20180616,male,2799,71.0,11.0
15737,13,37,9,20060224,20170930,male,4328,47.0,6.0
12712,12,32,3,20161003,20171006,female,454,105.0,12.0
7749,4,26,7,20150415,20161110,male,991,14.0,5.0
17702,22,31,3,20120722,20171024,female,1988,37.0,12.0
4012,4,28,9,20111101,20170225,female,2252,208.0,13.0
10980,15,34,9,20111103,20170908,female,2250,24.0,6.0
16967,17,19,3,20140715,20170918,female,1265,123.0,10.0
2757,15,33,3,20150508,20170916,female,968,359.0,12.0
3164,14,0,7,20130407,20170609,female,1729,75.0,7.0
618,1,51,9,20111117,20170917,female,2236,521.0,12.0
1868,14,23,3,20151003,20170828,male,820,73.0,11.0
7818,1,33,3,20170102,20170613,female,363,5.0,2.0
18205,22,20,9,20090322,20171006,male,3206,68.0,8.0
19775,5,35,7,20151129,20170930,female,763,10.0,4.0
19266,13,18,9,20101124,20170613,male,2594,1.0,3.0
7296,13,30,9,20100909,20170519,female,2670,98.0,6.0
4058,15,31,9,20111019,20171020,female,2265,64.0,7.0
20114,22,25,9,20140404,20171004,male,1367,64.0,5.0
13268,5,27,3,20140318,20170729,male,1384,62.0,6.0
17771,12,20,4,20161104,20161111,female,422,5.0,5.0
12410,5,33,9,20130903,20170930,male,1580,12.0,6.0
18018,5,40,9,20090124,20171029,male,3263,38.0,4.0
11820,13,0,3,20121203,20170922,female,1854,123.0,10.0
3678,15,26,9,20121014,20170930,female,1904,224.0,11.0
24823,4,39,4,20160129,20160602,female,702,0.0,3.0
24190,13,41,9,20080523,20170305,female,3509,2.0,4.0
4765,5,27,9,20140424,20180207,female,1347,91.0,13.0
19131,5,28,9,20081014,20170130,male,3365,18.0,3.0
10272,14,19,9,20110815,20170610,female,2330,143.0,10.0
4279,18,23,3,20121027,20170913,female,1891,313.0,5.0
9409,5,22,9,20120527,20170128,female,2044,184.0,12.0
23863,7,26,9,20070407,20161203,male,3921,0.0,3.0
9543,4,0,9,20150821,20170705,female,863,25.0,6.0
9606,1,23,4,20151017,20161203,female,806,17.0,5.0
15236,5,28,4,20151224,20170909,female,738,19.0,4.0
1929,13,27,3,20121227,20171021,female,1830,47.0,7.0
4919,6,29,9,20111101,20170816,male,2252,60.0,6.0
5402,13,27,9,20111205,20170930,male,2218,90.0,13.0
11842,13,20,9,20121123,20170206,male,1864,52.0,8.0
1916,5,18,9,20140827,20180109,male,1222,106.0,11.0
9172,20,25,7,20130221,20170921,female,1774,29.0,5.0
23959,6,47,9,20111105,20161226,female,2248,5.0,4.0
7901,1,64,3,20151003,20160503,female,820,80.0,11.0
7623,15,29,4,20160216,20171015,male,684,10.0,3.0
20784,12,26,9,20121013,20180716,female,1905,24.0,4.0
3615,18,21,9,20150614,20170812,female,931,304.0,11.0
5788,13,36,9,20051229,20180904,female,4385,100.0,10.0
20330,15,25,4,20170105,20170816,female,360,43.0,7.0
19249,6,36,9,20070718,20180707,male,3819,33.0,6.0
18048,5,27,3,20140920,20171005,male,1198,43.0,4.0
17306,13,26,9,20111109,20170711,male,2244,65.0,9.0
15269,22,42,9,20101104,20171003,female,2614,44.0,9.0
3353,13,28,9,20100502,20170909,male,2800,65.0,9.0
9439,13,29,3,20150811,20171006,male,873,127.0,10.0
8726,13,32,9,20091123,20171031,male,2960,71.0,7.0
7027,12,31,3,20130513,20170930,male,1693,178.0,7.0
7646,13,21,3,20141130,20170911,male,1127,148.0,7.0
1433,18,21,9,20091206,20180617,female,2947,590.0,14.0
15433,8,23,9,20080307,20170708,female,3586,22.0,7.0
6625,13,27,9,20051021,20180218,female,4454,66.0,5.0
191,5,50,3,20111222,20180422,male,2201,111.0,8.0
4193,12,23,3,20150914,20171121,female,839,63.0,7.0
17382,8,16,3,20161029,20170923,male,428,140.0,10.0
22231,5,32,7,20131216,20171006,male,1476,4.0,4.0
692,4,22,7,20130708,20170925,female,1637,34.0,16.0
4760,15,38,9,20061019,20171020,male,4091,9.0,5.0
19778,12,40,9,20100814,20170930,male,2696,6.0,5.0
23896,15,32,3,20150403,20170910,male,1003,5.0,5.0
1754,13,28,3,20120528,20170708,female,2043,210.0,12.0
24172,22,24,4,20161212,20161215,female,384,6.0,3.0
12324,13,34,9,20131227,20180613,male,1465,61.0,9.0
9112,9,23,9,20111113,20170910,male,2240,85.0,10.0
23521,22,21,3,20141102,20170617,female,1155,5.0,3.0
16675,13,27,9,20090224,20180103,female,3232,100.0,4.0
7325,13,17,3,20150206,20171002,male,1059,25.0,7.0
19432,1,23,4,20160621,20170614,female,558,9.0,2.0
12680,22,35,9,20110323,20180709,male,2475,31.0,4.0
6724,15,29,9,20091115,20171005,female,2968,101.0,8.0
19825,5,28,9,20140508,20170814,female,1333,3.0,3.0
6144,22,21,9,20150730,20171006,female,885,47.0,8.0
19565,22,27,9,20051030,20170925,male,4445,11.0,5.0
3919,14,31,9,20101222,20170930,female,2566,16.0,10.0
9574,4,32,9,20120609,20171002,female,2031,78.0,4.0
17915,4,32,9,20110824,20170926,female,2321,2.0,3.0
23117,13,39,3,20121229,20170913,female,1828,8.0,4.0
1214,4,34,9,20050512,20170617,male,4616,13.0,6.0
10945,14,32,9,20130814,20180409,male,1600,116.0,8.0
21579,16,24,9,20161101,20170909,male,425,66.0,3.0
2271,4,43,3,20130709,20180805,male,1636,196.0,13.0
9303,13,37,9,20110507,20170908,male,2430,38.0,8.0
22610,1,18,4,20160113,20161201,male,718,12.0,5.0
13858,8,30,7,20160104,20171004,male,727,136.0,7.0
22099,1,90,3,20150819,20161127,male,865,1.0,4.0
13784,1,16,3,20151228,20170613,female,734,52.0,5.0
887,21,20,3,20150705,20170719,female,910,112.0,9.0
1343,21,18,3,20131005,20170925,female,1548,151.0,6.0
6896,5,22,4,20160912,20161019,female,475,0.0,3.0
18130,8,29,9,20050305,20170423,male,4684,0.0,3.0
8617,15,34,3,20150417,20170417,female,989,23.0,5.0
8553,13,28,9,20111227,20170809,female,2196,67.0,9.0
4295,5,47,7,20151004,20171004,male,819,24.0,6.0
16714,4,38,9,20060307,20180401,female,4317,0.0,3.0
11597,4,21,9,20100211,20170915,female,2880,61.0,10.0
5219,5,47,9,20100728,20171218,male,2713,178.0,15.0
20451,22,59,9,20090902,20171001,male,3042,1.0,2.0
4219,14,36,7,20110329,20170908,female,2469,163.0,13.0
17562,13,37,9,20130119,20171114,male,1807,46.0,8.0
11534,13,44,9,20140404,20170926,female,1367,108.0,12.0
16621,5,20,9,20150307,20170930,female,1030,0.0,3.0
5241,4,24,7,20170124,20170924,male,341,135.0,10.0
2519,7,37,9,20070930,20171210,female,3745,88.0,8.0
2204,1,23,4,20160419,20170808,male,621,14.0,10.0
2363,4,24,9,20130401,20171004,female,1735,172.0,5.0
15364,15,17,4,20160417,20160420,female,623,20.0,5.0
7649,13,28,9,20131230,20170825,male,1462,142.0,13.0
710,13,28,3,20120913,20171001,female,1935,94.0,12.0
21798,5,27,3,20150901,20170326,male,852,15.0,5.0
14750,13,31,9,20040918,20170902,male,4852,2.0,2.0
23686,13,73,3,20130224,20170908,male,1771,0.0,5.0
3191,21,22,3,20151220,20161226,male,742,108.0,10.0
11679,22,49,7,20161224,20170923,female,372,15.0,11.0
6092,12,28,3,20120815,20170612,male,1964,39.0,8.0
3480,5,25,4,20160317,20170926,male,654,58.0,5.0
19484,1,26,3,20150918,20150925,female,835,16.0,3.0
4959,10,24,7,20131114,20170908,female,1508,23.0,6.0
20788,13,29,9,20081027,20170815,female,3352,3.0,5.0
11257,6,26,9,20120525,20171002,female,2046,70.0,5.0
18875,6,0,3,20141004,20170920,male,1184,171.0,10.0
2280,4,22,3,20141003,20170928,male,1185,18.0,4.0
1588,5,30,9,20120906,20170915,male,1942,242.0,7.0
1323,8,19,7,20141010,20170818,male,1178,280.0,11.0
23445,15,30,9,20121003,20171005,male,1915,17.0,4.0
11396,12,32,9,20070830,20171002,male,3776,64.0,10.0
8832,5,34,9,20100513,20201017,male,2789,54.0,11.0
6530,4,32,9,20091016,20170907,female,2998,99.0,9.0
15360,21,32,9,20101129,20170717,male,2589,59.0,7.0
4226,22,27,9,20060704,20170930,male,4198,146.0,13.0
11603,13,24,3,20141004,20170201,male,1184,63.0,8.0
23930,5,54,3,20130925,20170907,female,1558,2.0,3.0
4318,13,30,9,20080927,20171006,female,3382,160.0,10.0
19772,22,22,9,20151106,20171006,female,786,37.0,6.0
21716,22,22,4,20161221,20170924,female,375,15.0,7.0
2259,22,32,3,20130811,20170910,male,1603,55.0,5.0
4964,15,41,4,20160302,20171220,male,669,322.0,9.0
6595,9,28,4,20160213,20170817,female,687,60.0,9.0
4781,13,24,9,20110721,20170913,male,2355,185.0,12.0
11794,5,28,7,20120106,20170912,female,2186,34.0,8.0
109,4,19,3,20130806,20171001,male,1608,67.0,7.0
1456,15,26,3,20121018,20171019,male,1900,255.0,8.0
7288,1,19,4,20161210,20170105,female,386,3.0,2.0
17655,9,45,9,20110622,20171013,female,2384,90.0,6.0
13642,13,27,9,20150314,20180720,female,1023,86.0,3.0
9384,15,28,9,20110131,20170617,female,2526,15.0,5.0
21231,15,48,9,20080502,20170930,male,3530,25.0,4.0
23750,13,52,9,20120614,20170918,female,2026,4.0,3.0
8518,15,0,7,20131211,20171003,male,1481,87.0,9.0
9896,9,17,9,20160903,20170908,female,484,41.0,6.0
12880,13,17,3,20150912,20170722,male,841,42.0,9.0
8166,13,20,7,20140112,20171025,female,1449,160.0,8.0
9736,18,24,9,20140117,20170917,female,1444,132.0,9.0
20776,5,52,9,20100529,20180524,female,2773,14.0,4.0
6151,5,28,9,20040820,20171001,male,4881,124.0,9.0
12897,5,22,9,20160308,20161221,male,663,22.0,2.0
20383,15,28,9,20141223,20161116,male,1104,5.0,4.0
10286,6,29,9,20100728,20171107,male,2713,11.0,4.0
18488,6,33,9,20130403,20170919,male,1733,7.0,4.0
21448,11,31,9,20060324,20180325,female,4300,0.0,2.0
17742,5,40,9,20111011,20170910,male,2273,89.0,6.0
1126,5,48,9,20070805,20170606,male,3801,241.0,8.0
12002,13,42,9,20070214,20171214,male,3973,101.0,10.0
335,13,37,9,20150603,20170410,male,942,37.0,4.0
22403,13,35,9,20120717,20170920,female,1993,21.0,5.0
8069,9,22,9,20131117,20170908,female,1505,64.0,6.0
18569,5,24,4,20160822,20171018,female,496,74.0,7.0
6385,22,23,9,20150816,20170916,female,868,50.0,6.0
11947,22,26,9,20140126,20170929,female,1435,17.0,6.0
8788,1,27,3,20140913,20170901,male,1205,91.0,7.0
2009,5,33,9,20071013,20170925,male,3732,69.0,12.0
16352,17,19,3,20161129,20161130,female,397,3.0,3.0
4042,22,31,9,20100708,20181011,female,2733,75.0,11.0
14800,6,25,9,20060311,20170930,male,4313,78.0,11.0
21944,13,39,9,20100110,20170907,female,2912,8.0,5.0
4854,1,0,3,20140930,20170926,female,1188,207.0,7.0
20571,4,50,9,20110720,20180916,male,2356,12.0,3.0
13108,18,30,3,20121220,20171008,male,1837,54.0,8.0
2004,22,22,4,20151215,20170818,male,747,58.0,6.0
6527,15,38,9,20070716,20170927,female,3821,65.0,5.0
7016,13,28,9,20100608,20170914,female,2763,91.0,7.0
21713,5,29,7,20150822,20170921,female,862,7.0,3.0
3979,4,26,3,20111213,20140817,male,2210,0.0,5.0
10235,15,39,9,20110210,20171213,female,2516,29.0,7.0
16994,5,25,9,20091128,20170909,female,2955,148.0,10.0
117,1,27,3,20150105,20170630,female,1091,106.0,14.0
3167,5,20,3,20130212,20170924,female,1783,223.0,9.0
19954,4,0,3,20130628,20170608,male,1647,35.0,3.0
1530,10,20,4,20160812,20170722,female,506,138.0,9.0
15347,13,39,9,20070301,20170916,male,3958,1.0,4.0
8586,6,26,9,20080827,20171225,male,3413,65.0,7.0
14790,5,28,9,20101214,20170930,female,2574,136.0,8.0
19907,13,32,4,20160824,20171028,female,494,1.0,1.0
6550,4,21,9,20111127,20171026,male,2226,290.0,6.0
13375,14,29,7,20120109,20170907,female,2183,108.0,6.0
16472,5,36,9,20061118,20170831,male,4061,32.0,5.0
7684,15,21,9,20090418,20170923,male,3179,36.0,6.0
1813,5,30,9,20080621,20170910,male,3480,86.0,6.0
5922,18,19,9,20111012,20180929,female,2272,99.0,9.0
8160,22,23,3,20121113,20171003,female,1874,356.0,15.0
22501,15,17,4,20161211,20161216,male,385,16.0,2.0
16611,5,41,9,20090327,20180103,male,3201,37.0,2.0
7315,20,19,9,20110924,20170930,female,2290,214.0,9.0
19709,4,20,4,20151027,20170912,female,796,20.0,7.0
3573,15,29,7,20120801,20171001,male,1978,157.0,8.0
17337,13,28,4,20151128,20171128,female,764,6.0,2.0
20809,22,27,4,20160918,20170708,male,469,0.0,4.0
1875,5,23,9,20140130,20180621,female,1431,214.0,12.0
7112,15,27,9,20160302,20170910,male,669,63.0,6.0
23295,1,0,7,20160817,20170917,female,501,18.0,4.0
5667,15,29,9,20070505,20171109,female,3893,100.0,12.0
9105,4,17,3,20141111,20180312,male,1146,234.0,9.0
18988,9,26,9,20111111,20170914,male,2242,32.0,3.0
15386,10,20,7,20151217,20170718,male,745,139.0,10.0
23405,4,19,9,20150625,20170915,male,920,14.0,6.0
18072,18,28,7,20121023,20170930,male,1895,64.0,5.0
7115,4,22,3,20150210,20170928,male,1055,248.0,14.0
24426,22,19,3,20130328,20171002,female,1739,16.0,5.0
6200,13,26,9,20150715,20171004,female,900,221.0,13.0
4129,5,29,7,20110616,20170930,female,2390,93.0,9.0
37,14,27,9,20060227,20171004,female,4325,160.0,12.0
4234,4,22,7,20150105,20171004,male,1091,128.0,9.0
12924,13,21,3,20140927,20180723,female,1191,75.0,7.0
11183,15,19,4,20151204,20170828,male,758,84.0,8.0
5665,5,31,9,20080818,20171012,female,3422,23.0,4.0
8477,5,36,9,20120719,20170605,female,1991,64.0,14.0
19849,13,35,9,20110318,20171116,male,2480,62.0,6.0
9060,7,38,9,20070619,20170828,female,3848,11.0,3.0
15519,5,36,7,20101023,20170923,male,2626,27.0,4.0
17644,22,46,9,20070629,20170927,male,3838,89.0,4.0
13855,4,25,9,20101228,20170929,male,2560,380.0,9.0
9050,17,22,9,20111001,20170907,male,2283,30.0,10.0
5577,13,19,9,20101212,20170929,female,2576,4.0,2.0
22255,13,39,9,20110613,20170303,female,2393,15.0,3.0
2838,22,29,9,20141206,20171205,male,1121,229.0,9.0
23226,15,21,9,20101224,20171004,female,2564,0.0,1.0
4808,15,26,9,20070216,20170818,female,3971,45.0,7.0
8539,3,26,9,20141022,20170122,male,1166,65.0,7.0
9069,11,21,7,20161214,20170913,female,382,20.0,5.0
20274,15,41,9,20060312,20171025,female,4312,28.0,4.0
10647,15,23,9,20090623,20170923,female,3113,50.0,5.0
18272,3,28,9,20141106,20161208,male,1151,7.0,5.0
22614,9,21,4,20161215,20161218,male,381,12.0,9.0
16133,8,16,7,20130813,20171005,male,1601,99.0,8.0
12779,14,31,9,20100814,20170911,male,2696,72.0,6.0
7130,10,22,7,20150806,20170919,female,878,156.0,8.0
15247,1,16,3,20141109,20150615,female,1148,5.0,6.0
3983,5,0,9,20150801,20171003,female,883,124.0,6.0
17035,12,26,3,20151214,20170708,male,748,18.0,5.0
1779,22,27,9,20040828,20171002,male,4873,80.0,6.0
18282,5,50,9,20070901,20170912,female,3774,15.0,3.0
8566,15,25,9,20070930,20170921,male,3745,122.0,9.0
22627,4,24,9,20110320,20171006,female,2478,5.0,5.0
5572,14,21,9,20111203,20171016,male,2220,69.0,9.0
13271,14,27,4,20160822,20170411,female,496,53.0,5.0
18119,15,26,3,20131203,20170228,male,1489,31.0,6.0
20191,15,19,3,20150502,20170928,male,974,47.0,3.0
21764,13,41,7,20160115,20170914,male,716,39.0,3.0
24754,1,32,3,20161014,20161217,male,443,5.0,2.0
17460,14,30,7,20120111,20170930,female,2181,42.0,8.0
3214,3,20,3,20120101,20170911,male,2191,363.0,7.0
18123,4,20,4,20160831,20170610,female,487,24.0,3.0
21821,5,35,9,20121010,20170926,male,1908,11.0,5.0
8041,13,21,9,20110523,20170910,male,2414,30.0,9.0
18452,22,0,7,20170117,20171001,male,348,28.0,4.0
14691,5,39,9,20070208,20170318,male,3979,22.0,7.0
10094,4,20,9,20161123,20170929,female,403,101.0,10.0
18253,12,21,9,20110522,20110523,male,2415,0.0,2.0
19328,6,23,9,20110610,20171018,male,2396,60.0,7.0
11295,1,26,3,20151228,20171004,female,734,47.0,5.0
10071,6,18,4,20161128,20170102,male,398,64.0,9.0
20368,22,21,9,20160925,20171124,male,462,8.0,2.0
23387,13,32,7,20140812,20170626,male,1237,26.0,2.0
16885,6,21,3,20140810,20170927,male,1239,102.0,5.0
6556,22,29,7,20110522,20170910,male,2415,140.0,6.0
19547,21,17,3,20141220,20171001,female,1107,4.0,3.0
5281,5,20,9,20100307,20180314,female,2856,114.0,11.0
11836,5,0,7,20110819,20170318,female,2326,7.0,4.0
11521,5,35,9,20131218,20170926,female,1474,36.0,6.0
12347,13,27,9,20121021,20180303,female,1897,65.0,9.0
8724,5,29,9,20130819,20171107,male,1595,273.0,11.0
781,13,22,9,20111129,20170930,female,2224,119.0,9.0
6502,4,27,3,20141230,20170930,male,1097,53.0,10.0
9415,15,23,7,20150509,20171002,male,967,49.0,4.0
21426,6,25,9,20080208,20170612,male,3614,1.0,5.0
20253,18,33,9,20070325,20170915,female,3934,0.0,6.0
18918,4,34,3,20151221,20170223,female,741,30.0,2.0
15747,13,22,3,20140510,20171016,female,1331,109.0,6.0
3729,7,29,3,20150909,20171013,male,844,64.0,4.0
3954,22,30,9,20141130,20170930,male,1127,84.0,9.0
23612,5,24,9,20111029,20171005,female,2255,3.0,4.0
16270,14,31,7,20140801,20170505,male,1248,33.0,5.0
16398,4,42,9,20101008,20180628,male,2641,4.0,6.0
17076,9,31,9,20110723,20171004,female,2353,65.0,12.0
19642,13,24,9,20140506,20170912,male,1335,84.0,6.0
16179,22,23,3,20141002,20180603,male,1186,38.0,4.0
16906,15,21,9,20140208,20171012,female,1422,102.0,10.0
23850,6,27,3,20150530,20170122,male,946,11.0,3.0
20177,4,37,9,20070920,20170920,male,3755,10.0,5.0
2103,22,44,7,20130826,20170915,male,1588,137.0,14.0
9484,13,17,7,20130829,20171006,female,1585,123.0,9.0
4920,13,20,3,20140819,20171005,male,1230,67.0,8.0
8759,15,17,9,20160201,20170808,male,699,140.0,9.0
11707,8,25,9,20040718,20170930,female,4914,13.0,8.0
18594,14,30,7,20131206,20170930,male,1486,1.0,2.0
21325,5,23,9,20110328,20170907,male,2470,31.0,3.0
14259,1,56,4,20160130,20170420,female,701,41.0,5.0
599,13,21,3,20121128,20171215,male,1859,193.0,13.0
1363,13,26,3,20141105,20170611,male,1152,110.0,8.0
23946,11,36,3,20120928,20170922,female,1920,21.0,2.0
5652,6,29,9,20091231,20171014,male,2922,107.0,8.0
19528,12,31,9,20110119,20170930,male,2538,1.0,9.0
6953,5,35,9,20090805,20171004,female,3070,38.0,7.0
10662,3,23,3,20130119,20170909,female,1807,249.0,8.0
19010,4,32,3,20161013,20170705,male,444,30.0,7.0
23355,22,22,9,20071126,20161105,male,3688,0.0,3.0
16096,13,29,7,20110802,20170329,male,2343,41.0,4.0
18967,13,25,9,20080315,20181001,female,3578,96.0,8.0
2856,1,0,7,20131220,20170919,male,1472,145.0,12.0
16102,1,18,7,20160212,20170912,male,688,28.0,5.0
1634,13,31,7,20111221,20170916,female,2202,25.0,3.0
12596,6,27,4,20160120,20170709,female,711,20.0,3.0
24678,8,52,3,20140813,20170209,male,1236,0.0,2.0
6583,17,20,3,20130217,20170911,male,1778,99.0,5.0
22055,5,19,3,20161224,20161227,female,372,15.0,2.0
11976,13,24,3,20111228,20170201,male,2195,11.0,2.0
12341,6,29,3,20130704,20170927,female,1641,32.0,6.0
18262,13,41,9,20060801,20170708,male,4170,12.0,6.0
18801,9,27,9,20121225,20170704,male,1832,84.0,10.0
83,12,43,9,20050717,20170930,male,4550,127.0,10.0
24600,1,22,4,20161217,20170108,male,379,7.0,2.0
4165,21,26,3,20140329,20170919,female,1373,49.0,10.0
10322,13,18,4,20160819,20170916,female,499,150.0,10.0
10381,14,49,9,20110212,20171031,male,2514,177.0,11.0
9272,8,33,3,20121227,20170312,male,1830,32.0,9.0
6053,13,31,9,20110419,20170620,female,2448,195.0,7.0
14949,13,46,7,20110803,20170930,female,2342,75.0,10.0
18733,6,18,7,20151026,20170930,male,797,40.0,5.0
20954,5,48,9,20100407,20170708,male,2825,7.0,4.0
11003,4,23,7,20141120,20170809,female,1137,189.0,9.0
1187,22,21,9,20091201,20170919,female,2952,238.0,12.0
3099,15,21,9,20060127,20170930,female,4356,248.0,13.0
13424,14,26,3,20140227,20171004,female,1403,64.0,7.0
4529,13,31,4,20160208,20170804,male,692,172.0,10.0
5396,6,15,4,20160611,20170818,female,568,26.0,6.0
8882,5,0,4,20161105,20180129,male,421,83.0,4.0
8608,5,0,7,20120113,20170910,male,2179,59.0,6.0
9957,15,23,9,20140103,20171001,female,1458,107.0,5.0
8506,13,27,9,20111210,20171007,female,2213,18.0,6.0
2331,5,23,7,20140831,20170930,male,1218,208.0,10.0
3335,6,28,9,20050724,20170919,female,4543,96.0,14.0
14373,13,58,9,20100228,20170922,male,2863,115.0,8.0
2984,13,29,9,20080903,20171001,male,3406,120.0,14.0
4484,5,24,9,20091104,20171201,female,2979,87.0,5.0
856,13,25,9,20090221,20171012,male,3235,237.0,9.0
8979,5,38,9,20160627,20170924,male,552,162.0,9.0
12716,21,21,4,20161106,20170724,female,420,18.0,8.0
8016,5,32,3,20150819,20170110,female,865,1.0,8.0
338,15,30,3,20120901,20171001,male,1947,30.0,7.0
280,5,37,9,20080505,20171007,female,3527,146.0,7.0
10478,6,29,9,20111108,20170923,male,2245,11.0,3.0
18083,22,22,3,20150810,20170914,female,874,90.0,5.0
5190,3,22,9,20071103,20180930,female,3711,111.0,9.0
4963,15,47,9,20121223,20170923,male,1834,187.0,14.0
5019,18,19,3,20150728,20170831,female,887,126.0,7.0
5936,14,35,9,20040403,20170702,male,5020,37.0,11.0
13376,13,17,4,20161217,20161220,male,379,40.0,5.0
1296,22,29,4,20151115,20180604,male,777,191.0,8.0
16476,4,28,9,20150323,20180813,female,1014,43.0,8.0
12792,18,38,9,20060724,20171205,female,4178,290.0,13.0
23063,14,33,9,20070325,20170305,female,3934,3.0,5.0
16141,12,21,4,20151216,20170724,male,746,149.0,10.0
22172,13,25,3,20141007,20170126,male,1181,13.0,3.0
6787,4,39,3,20130424,20171007,female,1712,49.0,12.0
14450,9,24,7,20130219,20170930,male,1776,187.0,12.0
11741,13,33,7,20100724,20170920,female,2717,24.0,11.0
21039,22,21,3,20140208,20171005,male,1422,124.0,7.0
10238,13,19,9,20151004,20170708,female,819,49.0,10.0
5392,1,24,3,20150318,20171012,female,1019,133.0,9.0
7548,10,21,7,20140804,20171001,male,1245,106.0,7.0
7697,5,26,9,20100530,20170925,female,2772,153.0,9.0
5942,4,23,4,20160907,20170903,male,480,154.0,5.0
7554,13,31,9,20120523,20170914,male,2048,94.0,4.0
21488,6,28,7,20120109,20170909,female,2183,7.0,5.0
1803,5,55,7,20101215,20171005,female,2573,15.0,5.0
9057,5,0,7,20130605,20170915,female,1670,194.0,11.0
18264,22,17,4,20160124,20170711,female,707,8.0,5.0
8496,14,19,9,20160814,20171004,male,504,51.0,8.0
2579,5,19,4,20151114,20171007,male,778,63.0,4.0
24256,8,18,4,20161229,20170129,male,367,9.0,5.0
6889,13,21,3,20120711,20171024,female,1999,85.0,11.0
16657,14,40,7,20120806,20171007,male,1973,28.0,8.0
1219,22,24,4,20151120,20171009,male,772,230.0,12.0
8989,13,27,9,20130606,20171227,female,1669,82.0,8.0
21381,7,31,7,20160827,20170930,female,491,9.0,2.0
7457,5,24,7,20151217,20170916,female,745,158.0,13.0
3268,5,28,7,20141130,20170930,male,1127,151.0,10.0
10833,9,28,9,20071101,20171122,female,3713,119.0,13.0
6795,12,24,3,20130303,20170927,female,1764,107.0,6.0
5841,13,44,9,20110317,20170930,female,2481,186.0,5.0
12943,5,19,9,20150227,20170813,female,1038,44.0,9.0
9818,4,37,3,20150307,20170917,male,1030,39.0,7.0
2276,22,31,3,20130129,20171014,male,1797,138.0,8.0
9220,15,21,4,20161021,20180421,female,436,118.0,9.0
22302,11,37,3,20120606,20171021,male,2034,3.0,5.0
6492,21,28,3,20120903,20170125,female,1945,112.0,7.0
10636,22,35,9,20150331,20170925,female,1006,2.0,2.0
