song_id,length,genre,artist,composer,lyricist,language,isrc
9084,275853,465,459,1957,1853,3,TWA770400328
1832,266344,458,772,1234,502,3,TWA470518006
517,291657,465,633,484,686,3,TWA531565413
9339,277838,444,87,1158,1064,31,KRA491600654
9311,201978,458,527,1440,1408,3,CNA231601690
585,269671,139,195,555,499,52,USSM11303954
5805,200829,444,729,1847,1887,3,TWD631314111
3158,211296,465,739,1821,1843,3,TWU711400174
8431,268748,465,923,183,1055,3,TWA531345402
7436,270837,465,495,1366,1310,3,TWA211529904
8413,207595,465,304,636,582,52,USRC11601831
3232,261433,458,499,1384,1422,3,TWK970601105
2157,190876,465,243,1034,955,52,GBHMU1500344
1344,236016,465,202,580,525,52,USRC11600876
859,191738,465,460,1009,1237,3,TWD951244101
3269,177214,1259,323,516,461,52,USRC11601124
2468,257776,465,123,13,14,3,TWA531663603
3615,200573,465,474,179,161,24,HKA820500081
6494,240013,465,472,2173,1257,3,TWX351500028
52,173557,458,727,2223,1995,3,TWD951643101
1461,275574,465,545,1463,1610,3,TWA771201050
6393,258821,465,639,6,2115,3,TWD951134105
2481,278400,458,126,324,1927,3,MYRX11400018
362,263105,458,499,1384,1576,3,TWK971001603
8533,213368,465,614,50,1059,3,TWA531478811
7505,230504,465,481,1605,1611,3,TWA450688903
5661,261746,921,391,594,542,31,KRA491600134
6764,192992,465,512,1406,1356,3,TWK231003103
8247,292733,465,785,503,22,3,TWA531234201
9140,212375,1609,373,62,55,52,USQX91602844
8933,203755,465,13,2102,2148,3,TWA211558201
6987,217861,458,794,1349,1316,3,TWF671300212
5215,204904,465,363,286,468,3,TWA531573007
3554,230304,458,371,1698,1717,3,TWI971622101
5239,259657,465,557,1989,1858,3,TWI431600101
7982,190589,465,46,812,1707,3,TWB671205201
8816,232019,465,568,29,400,3,SGA050900133
9579,279405,465,758,1122,1215,3,TWA211453001
6674,242509,458,794,1371,1318,3,TWF670900106
1067,183797,465,442,1618,1624,3,TWK231204701
4905,268329,921,236,51,478,31,TWA531603372
4242,225984,458,581,1123,2147,3,TWU711601383
353,282644,458,499,1384,1282,3,TWK971001602
2775,315373,465,791,1931,1994,3,TWK330800001
6318,258821,465,501,2093,2061,3,TWA210015501
2175,271673,921,265,2251,2302,31,KRA381204910
2714,286232,1259,799,1671,1686,3,TWI451300027
79,233430,458,140,355,326,3,HKI111600011
819,288809,465,835,1303,1235,3,TWJ011100301
4416,231758,465,784,928,1097,3,TWEM31110003
3597,243278,465,818,909,836,3,TWA531579708
812,261955,458,740,1864,1911,3,CNZ171600559
5103,235075,465,397,2242,2294,31,TWA531400997
9555,183118,359,219,155,139,52,USRC11601471
738,272561,465,633,1679,1389,3,TWA531480004
5808,249835,465,589,1576,1564,3,TWI430900203
4921,262432,465,268,1120,1026,17,JPB601302787
7457,252551,2157,676,2062,2110,10,TWI431603208
9132,206367,444,21,331,569,31,KRA301600333
8602,255895,465,898,1542,1735,3,TWB670504301
8615,208666,465,639,1692,1709,3,TWD951434101
1163,218592,465,724,2129,1477,3,TWA451500402
1360,291422,458,845,1556,1532,3,TWA211631206
9260,288496,465,540,1382,2164,3,TWK231307211
2737,304378,465,633,547,22,3,TWA531398016
1012,274076,465,639,1554,1528,3,TWD950834104
8597,226455,465,622,942,869,3,TWA531512859
1983,227323,465,850,2073,2137,24,HKD049900235
3545,251712,458,530,1442,1998,3,TWA451662401
629,231680,465,490,618,561,3,TWA531612709
7566,242625,465,499,1384,1576,3,TWK970400701
7395,246282,465,841,1357,1291,3,TWF710900015
6075,328228,465,633,1679,1209,3,TWA531480005
7563,228623,465,172,357,328,31,KRA381000615
4690,262130,465,614,2173,1539,3,TWA531150002
9412,242938,458,767,1539,1512,3,TWS831610026
8001,231340,465,774,1912,1251,3,TWJ010700406
8577,264474,465,772,1810,2024,3,TWA750001607
5993,240640,465,692,1384,1375,3,TWC230407407
9233,279824,465,928,1576,1564,3,TWR031317001
5360,233195,465,421,730,399,3,HKI491451204
7788,303020,465,765,1899,1217,3,CND141500118
5195,265404,458,593,1585,1573,3,HKC381600017
5446,237888,458,572,1931,1994,3,TWU711601466
5327,255686,465,421,2094,1204,3,TWB519805207
2491,247222,465,727,1533,1995,3,TWD951143108
5912,263314,465,590,2087,1598,3,TWR551400001
8831,279510,458,727,1373,1321,3,TWD951643211
2074,200829,465,614,214,1079,3,TWA531478802
3517,209502,465,600,1605,1960,3,TWA450587607
7919,193436,1609,94,236,880,52,GB28K1500110
2084,311170,465,758,1529,1939,3,TWA210015608
1862,196571,465,24,2255,2306,31,TWA531512825
895,294086,458,122,309,276,3,TWA471602008
2571,221518,465,902,2161,2200,3,TWA210923701
2231,214778,465,872,2004,1960,3,TWA531658602
5747,242625,465,577,2051,2104,3,TWA210622002
4788,207517,465,622,1649,1341,3,CNA231302852
8051,275017,465,255,756,712,3,TWK231205811
4058,243774,458,499,1384,1576,3,TWK970701309
1059,261224,465,458,1787,1948,3,TWA770700675
1593,324545,465,421,1521,1274,3,TWB510014306
7825,245289,465,849,908,164,3,TWA119806070
2078,222563,921,687,1610,1353,3,TWB510859111
358,277106,465,474,1793,1261,3,HKE659800035
5148,230504,921,391,1245,1170,31,KRA491600800
943,248790,465,469,1322,2233,3,TWL251505202
6643,162690,465,727,2216,2264,3,TWD951040901
8305,211800,1011,257,766,719,52,USG4X1500777
2141,263000,465,559,1597,1601,3,TWA550717106
7513,226208,465,625,1384,1280,3,TWJ971001103
3993,227416,465,485,407,406,3,TWA531398901
1413,245551,465,643,2192,1312,3,TWV871477009
1697,229923,444,203,819,772,31,KRA301600128
9048,263314,458,499,1384,1576,3,TWK971101209
7383,273031,465,625,497,1458,3,TWH150500001
8025,239386,458,631,1830,1855,3,TWT951600042
8201,290481,458,499,1384,1558,3,TWK971601120
8694,259970,465,145,2004,1389,3,TWAF71400101
8600,204335,444,302,877,810,31,KRC491600010
878,203859,458,860,1379,1852,3,TWD951674101
6981,234240,458,899,1900,1949,3,TWAE31600794
2082,269583,465,895,2144,2184,3,TWA451212091
3371,230817,465,477,2192,2098,3,TWK231002703
245,272718,2022,250,1460,1424,3,TWP531200604
757,249521,465,464,1551,1519,3,TWA451512211
6516,200933,458,878,387,910,3,TWA130000904
3792,279510,465,477,1617,2238,3,TWK231002702
2434,240384,465,442,1711,2238,3,TWK231407302
1522,284212,465,727,1750,1341,3,TWD951343103
630,248064,458,580,1561,1547,3,TWJ011600901
8334,346209,458,777,1554,1488,3,TWA470911003
2949,226847,465,845,1680,1390,3,TWA210923803
1296,279405,465,603,2213,2261,3,TWA211429514
9081,176492,465,316,924,849,52,USSM11507347
2908,245080,465,676,1255,1050,10,TWA239300021
3138,238848,2157,737,2009,2056,10,TWE531620303
8195,228519,465,902,2161,2200,3,TWA210923702
3305,246517,444,332,760,456,31,KRA401600254
8125,235624,458,906,2169,2210,3,TWB511799027
5672,235502,465,271,802,755,52,USSM11401744
2751,249103,465,845,1789,2242,3,TWA211227206
5147,194612,1259,28,841,792,52,CYA221600071
899,242520,465,421,672,1700,3,GTTA31104002
8783,279928,458,833,1533,1503,3,TWA451602202
5219,264254,465,743,1384,2125,3,TWA770500442
9195,253805,465,774,1912,1439,3,TWJ011500302
3787,315141,458,710,709,655,3,TWA470714003
8049,264724,444,19,700,647,31,TWA531700500
6566,241441,465,787,1926,1984,3,TWJ810600002
2609,231967,465,692,1952,1369,3,TWAG11500506
8367,203650,1609,94,256,892,52,GB28K1400036
3630,313573,465,371,1698,1718,3,TWI971421605
3477,233430,458,499,1384,1576,3,TWK970701306
4228,208979,465,46,1338,1267,3,TWB671205204
5193,262582,458,589,1578,1566,3,TWP031600109
6296,203755,465,446,2043,2094,3,TWA450058310
8773,272195,465,530,1442,1410,3,TWA451499002
6580,244088,444,329,659,610,31,KRA301700002
4851,271046,458,593,1588,1574,3,HKC381600019
477,222667,458,580,1800,1819,3,TWJ011600601
1215,280084,465,633,1679,1720,3,TWA531480006
803,311196,465,633,484,428,3,TWA531576514
3689,191320,465,916,782,1629,3,TWH771525006
921,243983,458,838,1719,1746,3,TWA451601502
8018,200724,465,446,2043,2094,3,TWA450065409
6331,225906,444,87,405,365,31,KRA491600655
6577,190615,465,363,245,404,3,TWA531573012
7182,196487,465,784,1216,2183,3,TWA270912011
2836,211853,444,411,853,536,31,KRA251601752
9010,257369,465,557,2074,1533,3,TWI431000104
1474,210912,465,351,616,560,52,USRC11601332
2594,242311,465,838,1837,1865,3,TWA451102501
1636,232019,465,183,2260,2316,31,TWA531401353
7709,238654,465,490,1357,1291,3,TWF710400026
8114,291317,458,499,1384,1576,3,TWK970300511
7161,209920,465,46,809,1563,3,TWB671002210
4840,251402,465,692,1814,1389,3,TWF711200003
138,263000,465,391,1132,1029,3,TWA750800301
983,255555,2022,413,1205,1124,17,JPWP01671132
3744,247980,921,440,1267,1429,17,JPTK08680214
8710,259030,465,874,1053,1389,3,TWD951248103
476,206262,444,334,102,96,31,TWA531603908
2026,303648,458,449,1589,1275,3,TWR131606601
4941,246595,465,467,1314,1248,3,TWA451408303
756,235200,458,722,1007,1458,3,TWBR11607001
4049,282331,465,490,1356,1290,3,TWF711200025
526,233325,465,902,2161,2200,3,TWA211024705
4995,220943,921,224,458,348,31,TWA531603264
160,271151,458,727,1372,1317,3,TWD951676107
2294,265717,2157,921,1589,1275,10,TWR131606702
6345,288496,458,803,226,1389,3,TWL251102204
1790,224966,465,37,1870,1917,17,JPB601401807
3950,189335,465,607,1860,2199,3,TWA211551901
8592,230295,458,754,530,472,3,TWA471412003
9217,214238,458,743,2004,1535,3,TWA471306012
5685,188291,465,577,712,1163,3,TWR031401010
3065,234568,465,575,1548,1516,3,TWA451396102
7305,253701,465,758,2161,2200,3,TWA211630804
1476,286116,465,14,1476,1682,3,TWA771201082
2217,254537,458,462,1006,2234,3,TWCC31600017
2453,248163,465,633,1679,1491,3,TWB670301210
3116,303438,458,618,1636,1651,3,TWK951600221
4181,286720,465,710,1818,1669,3,TWA470532007
4836,267807,465,459,1197,649,3,TWA770100019
871,253910,465,446,1573,2094,3,TWK230801612
5371,232849,444,302,876,811,31,KRC491500001
6514,241684,465,589,1576,1564,3,TWP031100106
5595,240912,465,633,484,689,3,TWA531565401
1976,219936,921,391,949,879,3,TWX351600066
6834,166896,1616,31,36,38,52,NOG841618010
7588,275644,465,600,1605,2091,3,TWQ951000107
468,301557,465,532,1485,1445,3,TWK231508403
166,272692,437,185,605,438,17,JPU901602010
9286,296751,458,491,1235,1155,3,TWC230080501
4930,340218,458,727,2128,2170,3,TWD951643226
7639,248999,465,554,1506,1386,3,TWB731310004
107,292022,2022,413,1205,1124,17,JPWP01570393
6819,252656,465,707,1284,1389,3,TWD951342102
5035,514716,458,747,1761,1778,3,TWAE31600936
1544,281077,465,255,755,711,3,TWK231407705
5601,251402,458,662,1167,1105,3,TWA470526002
3458,260327,921,405,534,329,31,TWA531600804
1962,228728,458,499,1384,1576,3,TWK970500903
4454,296960,458,517,1410,1364,3,NLRD51738009
1801,221472,921,391,1188,329,31,TWA531603318
5641,237296,465,610,2100,2143,3,TWD631519005
3137,284107,465,677,2090,2183,3,TWA770800822
3185,266866,465,777,316,1043,3,TWE210603061
6348,249103,465,763,1813,1651,3,TWA460069002
3073,225288,921,391,111,329,31,TWA531603326
4491,269738,458,267,785,739,3,TWY311501014
7266,321201,465,449,1392,1226,3,TWR131505704
612,387239,465,823,1981,1960,3,TWX071500401
8621,303840,2157,737,1675,1499,10,TWE531620301
6725,230179,921,442,1619,1627,3,TWK231105104
9570,280695,458,491,1121,1295,3,TWA139600802
4403,214644,465,772,252,226,3,TWA531042203
5653,298632,465,694,1745,1766,3,TWM671304508
1716,279510,465,845,1890,1865,3,TWA210722602
3193,270628,921,391,1533,1995,3,TWD951567104
2479,195500,444,42,1070,983,31,KRA401500557
8788,200933,921,391,881,189,31,KRA381210791
6017,286511,465,459,1337,1265,3,TWA770300081
1561,227474,465,19,711,660,31,TWA531400414
8259,274560,2157,746,1706,1730,10,TWK811604002
1497,215353,465,692,2221,1291,3,TWF710700022
4772,217234,1259,702,1426,1382,3,TWA451294109
7201,252842,458,499,1384,1330,3,TWK971001610
2773,252447,458,804,1378,1324,3,TWBR11611002
6006,213890,465,916,509,1629,3,TWH771525008
3222,210128,458,500,1388,1334,3,TWAG11600302
2011,389120,465,524,1279,1209,3,TWK231508808
7839,298344,465,633,1679,1700,3,TWA531480007
1304,243566,465,391,2243,2316,31,TWA531400098
4376,194560,465,495,1366,1310,3,TWA211529903
4314,236251,465,529,720,74,3,TWA530000003
5999,198530,465,42,270,966,31,MYTP11200491
3924,256464,465,838,1837,1865,3,TWA451295005
1037,235728,465,580,1559,1960,3,TWJ011200103
2064,233299,465,774,1085,1070,3,TWA530334303
333,218697,458,499,1384,1330,3,TWK971101204
9642,353916,437,173,1196,1115,17,JPES00502221
3176,185051,465,446,2043,2094,3,TWK230700706
6901,317753,458,727,2016,1587,3,TWD951643223
217,204434,1616,260,773,727,52,NLM5S1600008
3584,187480,465,391,1125,1027,31,TWA531600116
9571,264672,465,676,2074,2030,10,TWI431300405
239,166661,458,710,709,1073,3,TWA470714006
8315,277002,465,577,1558,1389,3,TWA210419903
9095,273580,465,421,173,1152,3,HKI491451203
4959,238968,465,391,320,292,3,TWA530410315
2962,264045,2022,165,1961,2018,3,TWS171500003
7074,263505,458,743,2084,1301,3,TWA471306009
7992,224448,458,639,2134,2178,3,TWD951634207
1634,301662,465,560,1226,913,3,TWB430415002
9169,274285,465,683,335,312,3,TWA211328702
1196,218383,458,808,1950,2011,3,TWU651601025
8426,283115,465,786,1924,1389,3,TWA531680203
1545,239908,458,540,2161,2200,3,TWK231609202
2124,198008,458,591,1003,1125,3,TWA471512001
6798,196649,465,481,2049,2100,3,TWA451498802
3609,256835,465,577,1385,1577,3,TWA210722803
582,238236,921,391,546,492,31,TWA531603321
5475,236460,444,144,853,537,31,KRA251601722
3169,269909,465,446,2043,1443,17,JPJ221400589
238,272896,465,446,2043,2094,3,TWK231307004
5392,231781,465,391,2239,2290,3,TWA119000108
8716,254746,465,909,16,912,3,TWA530971907
4716,260388,465,501,2087,1389,3,TWA219913802
4002,256313,458,902,2161,2200,3,TWA211630904
8012,267517,465,51,115,106,52,USSM11102908
1622,237888,465,724,2129,2171,3,TWA451500411
2551,216293,1609,916,969,896,52,CNZ501601410
326,287602,465,554,1787,2013,3,TWB730110001
5283,285570,458,794,1371,1316,3,TWF671500213
3639,228832,465,527,1920,1979,3,TWA211518804
5644,272811,465,888,1953,1735,3,TWA379400301
3976,231288,465,59,130,121,52,USRC11601072
8059,207516,458,898,514,1065,3,CNE041300265
4589,249498,465,662,2142,1570,3,TWA471302002
5126,208770,465,255,756,711,3,TWK231407709
5356,240535,458,618,1636,1651,3,TWK951600223
840,247536,458,727,1533,1995,3,TWD951643220
2333,265926,458,499,1384,1576,3,TWK971601302
2924,201560,465,530,1442,773,3,TWA451499004
328,264254,465,42,347,317,31,TWA531512846
389,243066,921,391,230,427,31,KRA491401799
6245,241789,458,610,1621,1628,3,TWD631653201
2251,256835,465,727,557,2252,3,TWD951143107
1525,226742,465,415,1218,1136,52,USSM11609249
5919,243356,465,446,1573,2094,3,TWK231105504
8692,233012,458,391,1178,1081,3,TWA471108013
4511,271360,465,696,1798,2065,3,TWA750800503
4864,203580,465,322,156,140,52,USQX91400359
1243,195674,458,720,897,824,3,TWA470722014
4826,254641,465,836,1992,1698,3,TWA219303402
3359,216920,465,487,866,2238,3,HKD251436702
5944,234816,1259,3,1199,1117,3,TWA451600309
8220,250044,465,774,1912,1967,3,TWJ011300208
5704,265613,465,729,1848,1888,3,TWD631417203
7581,219663,139,51,424,381,52,USSM10603618
3671,263732,465,577,1273,1389,3,TWA210621308
7552,227892,465,784,1894,1943,3,SEADD0004941
3602,222354,465,902,2161,2200,3,TWA211024702
8668,219742,465,500,1479,1960,3,GTTA31205007
6597,286906,465,18,479,36,17,JPKI01314278
3500,211278,921,391,2133,2175,3,CNZ481600025
422,242207,465,845,1890,1865,3,TWA211024603
2330,302370,458,579,2078,1646,3,TWA130001602
6241,233438,458,736,1305,1912,3,TWK770801001
4008,179931,921,391,282,249,31,KRA491600763
3636,128626,465,446,2043,2094,3,TWA450058309
2740,270048,465,455,295,1063,24,HKC840500089
2280,265508,458,499,1384,1330,3,TWK970601102
1289,232874,465,512,1406,1356,3,TWK231507902
1786,249312,458,727,1701,1995,3,TWD951643103
806,239020,465,909,320,292,3,TWA530410315
857,268120,465,818,909,836,3,TWA531579706
3460,267284,465,927,1025,213,3,TWA270608006
3521,306468,465,458,2025,1587,3,TWAK11400001
5460,277838,465,838,1452,1865,3,TWA451098002
9117,224339,465,24,2244,2319,31,TWA531401120
1313,306050,465,909,931,857,3,TWA531314406
9034,228937,465,633,1679,1693,3,TWB670704208
4810,193306,921,220,1076,605,31,KRC211600003
8427,284316,1259,40,1117,1024,17,JPPC01501150
7114,238968,465,46,285,251,3,TWB671112201
4939,231366,458,598,1137,992,3,TWA531636509
991,271189,465,931,1533,1505,3,TWA451441602
9430,216137,465,24,2254,2305,31,TWA531401159
5410,255360,465,442,1972,2246,3,TWK231388836
6693,227683,465,913,2188,1662,3,TWK011400004
3547,279264,465,940,1531,1502,10,TWW451511002
1217,305293,2122,815,1169,924,3,CNE041600520
7584,261642,465,421,2105,1494,3,TWB519602809
7713,202292,444,19,711,660,31,TWA531601108
6108,184486,1609,70,159,143,52,GBARL1301271
7996,229668,465,14,883,817,3,TWA771000968
2394,162176,465,166,433,386,52,USRC11401864
8441,300303,465,810,1530,1511,3,HKH589900080
8251,256940,458,727,2016,1995,3,TWD951643222
1315,236547,465,130,333,310,52,GBHMU1500146
9309,243264,465,727,1942,2115,3,TWD951043104
1994,182752,465,446,2043,2094,3,TWA450058318
412,290063,458,499,1384,1576,3,TWK971601306
1095,272822,465,490,1357,1291,3,TWF710800010
2659,280128,465,931,2228,2280,3,TWA451507061
4865,253701,465,791,1931,1994,3,TWK330800002
483,308349,465,895,2144,2184,3,TWA451698803
3096,199784,444,114,465,191,31,KRA301600368
4725,245527,458,573,686,185,3,KRA301600156
4984,248267,465,763,1813,1651,3,TWA450069002
3321,256052,458,653,2074,2218,3,TWA471113002
4151,242207,458,878,1160,1068,3,TWA130000905
1869,232704,458,639,1692,1710,3,TWD951677101
1066,271296,465,908,1632,1277,3,TWK231406504
2945,249939,465,46,1275,1206,3,TWB670901204
5450,252447,458,499,1384,1330,3,TWK971001605
5348,257567,465,554,1506,1669,3,TWB731310001
3405,247640,921,391,2226,1995,3,TWD951566101
14,280868,465,603,1490,1449,3,TWA211650101
6365,274494,458,674,1429,1385,3,TWD470100203
6459,243043,465,893,1565,1300,3,TWZ431400001
3272,260284,465,633,484,684,3,TWA531576509
41,278308,465,923,1947,1389,3,TWA531593901
6849,238097,465,896,2148,1400,3,TWC219701005
4704,266762,437,168,1601,1604,17,JPVI01627350
3274,287582,437,215,1015,1100,17,JPU901603564
9009,222667,2022,899,1900,1949,3,TWAE31500175
2615,222040,465,589,1576,1564,3,TWP031100102
4660,277968,437,289,432,1100,17,JPU901601881
7320,246369,458,650,1873,1974,3,TW2151510001
2271,247118,465,633,484,631,52,TWA531610114
6866,272195,437,857,2235,2285,17,JPB601600582
7135,251297,458,772,709,1150,3,TWA470518009
4907,321600,458,694,1747,1768,3,TWBF31609001
411,220063,1609,161,212,199,0,NLS241402172
224,306259,465,902,2161,2200,3,TWA211553801
4756,246909,465,429,73,66,3,TWA451295402
6710,279360,458,663,1801,1820,3,TWJ011600810
747,281808,458,69,1616,1198,3,TWB731410001
2507,282435,465,18,79,37,17,JPKI01519629
6063,180662,458,772,764,717,3,TWA470518005
8874,245655,465,580,1559,1960,3,TWJ011200109
877,236042,458,760,1893,1941,3,TWBN31600005
1699,199053,465,729,1287,1220,3,TWD631314103
9330,218105,465,876,2142,1700,3,HKD250130806
4023,237426,465,391,581,526,52,USRC11601599
3875,260597,465,863,1776,1735,3,TWB670202202
5907,193447,1011,73,1215,1134,52,GBCTA1500054
3590,310753,465,615,1784,1808,3,TWA211350501
8922,189335,2022,196,552,496,52,USSM11610641
5984,229041,921,170,2259,2313,31,KRC211600009
9249,228362,444,19,700,647,31,TWA531700499
5527,197903,458,499,1384,1332,3,TWK971601118
6325,263808,465,832,1488,2194,3,TWU711500080
2001,174297,1180,296,767,721,52,USUS11202571
7246,250671,465,593,630,1033,3,HKI490567104
2408,262478,465,467,1258,1183,3,TWA451407171
7510,229041,458,580,2134,2178,3,TWJ011300107
2248,286302,465,643,1554,1528,3,TWAU31500001
6244,295264,465,545,1463,1610,3,TWA771201049
8438,258925,465,784,1879,1393,3,TWC150301002
8734,282308,465,580,1559,1547,3,TWJ010900402
9511,206262,465,363,501,468,3,TWA531494003
9119,243565,458,576,630,576,3,CNE041400027
6632,287764,465,697,2207,2073,3,TWD950836101
375,219611,465,633,484,685,3,TWA531107012
251,258298,465,464,1423,1380,3,TWA451512031
1663,280346,458,678,1780,1728,3,TWB671701001
4661,313364,465,600,918,844,3,TWA450587601
303,285779,465,14,1475,2255,3,TWA770900894
4620,260623,465,844,1177,1096,3,TWA530799306
953,189996,444,111,1001,938,31,KRA031209577
3540,203964,465,638,1691,1708,3,TWB670506109
26,251506,458,499,1384,1330,3,TWK970500906
734,246700,458,784,312,282,3,TWA471405002
7757,193933,465,450,476,1700,3,TWD951447101
573,228806,465,622,942,869,3,TWA531651903
8593,244192,465,872,1931,1994,3,MYPN11313103
1150,220682,465,625,1658,1733,3,TWJ970800903
2960,261955,2022,196,552,496,52,USSM11610639
2978,300826,465,14,1649,1389,3,TWA771000966
6799,203755,465,138,1055,973,31,TWA531300638
3558,375431,465,421,206,192,3,TWU971402002
9476,236695,465,8,390,72,3,TWA530544107
3019,303717,465,449,1590,1276,3,TWR131203002
2216,211784,465,351,987,926,52,USRC11502935
5,219150,465,55,960,520,17,JPB601402020
8238,193288,465,68,595,543,31,KRA031208874
6447,210285,465,818,909,836,3,TWA531579710
2526,248871,465,680,1769,1792,3,CNF181200687
6054,279092,465,818,1966,2022,3,TWA531479701
8097,219637,465,624,1657,1672,3,TWD631416204
7223,284108,465,820,1703,145,3,TWA211350901
5053,205923,465,568,449,1153,3,SGA050900143
8921,145217,2122,290,699,645,52,USBN20100877
7691,244610,465,849,718,1103,3,HKG580800161
4897,235937,465,158,403,363,3,TWAL31500511
5948,277890,465,909,332,306,3,TWA530401202
2097,303856,465,909,332,290,3,TWA530505406
8375,241615,465,351,996,935,52,USRC11400978
3983,250729,465,626,2191,1393,3,TWA479609002
8137,224611,1616,223,677,449,52,SEBGA1600314
4755,228937,139,386,1119,1025,52,USRC11601156
4642,278053,465,430,588,1086,17,JPB601404142
5803,259866,465,622,1649,1664,3,CNA231302856
4707,274134,465,794,1371,1316,3,TWJ010800315
1378,252081,1609,373,64,57,52,USQX91602097
6608,280267,465,784,329,305,3,TWEM30802002
2105,247457,1609,373,62,55,52,USQX91602152
755,252551,465,774,1912,1967,3,TWJ010700404
2559,247013,444,281,626,570,31,KRA301700011
5414,213681,465,446,2043,2094,3,TWK231388829
6703,221283,465,529,105,688,3,TWA530560002
7265,230922,465,442,1711,2238,3,TWK230801205
5354,288078,458,14,1593,1389,3,TWA771201041
5531,254784,1259,3,1202,1120,3,TWA451600307
3736,226951,465,774,1912,1441,3,TWJ011300201
7537,318380,465,818,1964,2021,3,TWJ010900309
9165,246282,1259,800,1207,888,3,TWI451000003
6445,243774,458,722,1835,1863,3,TWBR11612001
4608,259448,465,659,1393,2241,3,TWK230901808
545,230713,921,798,1278,2164,3,TWK231306404
4279,200202,465,782,1315,1249,3,TWI431500401
1640,231429,465,403,372,343,0,GBBBN0009712
8695,243252,465,658,1743,1762,3,HKD460801102
372,217652,465,594,1593,1586,3,TWI430800402
8135,191320,444,167,645,595,31,KRA301600322
109,269688,458,499,1384,1330,3,TWK970300503
5228,366912,458,446,1857,2094,3,TWK231610213
2094,193410,465,772,837,648,3,TWA531457202
9488,270210,465,633,484,153,3,TWA531398018
4251,244460,921,681,229,486,31,KRA491401697
1287,306886,465,442,2044,2097,3,TWK231003205
2073,244558,465,709,709,1030,3,TWV451600002
1244,251611,465,625,498,1733,3,TWH150600201
1955,306991,465,774,1912,1439,3,TWJ010900503
6630,330710,458,580,2016,2115,3,TWJ011600708
1077,249312,458,1,896,823,3,TWA471405003
2369,181263,465,269,792,746,52,USSM11601177
4168,202396,465,763,1695,1342,3,TWA459903808
642,318589,465,421,1779,1735,3,TWB519703505
8701,270968,465,529,1203,394,3,TWA530000203
6460,267052,465,633,1679,1675,3,TWB670401206
2433,199428,465,151,265,234,52,USRC11500344
4359,227404,465,312,1094,1000,52,USRC11501369
4482,225512,465,729,1295,1228,3,TWD631009801
4521,204382,444,170,871,905,31,KRA381602239
5764,134723,458,499,1384,1576,3,TWK980801421
589,210964,458,852,1323,1739,3,NLRD51638008
7843,227056,458,591,1128,1090,3,TWA471512009
997,285570,2157,601,1608,1614,10,TWT951600086
3437,231758,444,278,543,511,31,KRA381206385
3018,236878,465,913,2186,2227,3,TW2151140008
907,226742,921,391,880,815,31,TWA531601217
6851,211348,465,562,1673,1598,3,TWA530355702
5847,198608,921,391,294,334,31,TWA531603324
9468,194977,444,20,41,414,31,KRA301600335
7532,205461,465,792,1969,2023,3,TWW171200002
8752,263941,465,929,2220,1598,3,TWB671601002
2642,160809,465,540,1406,1356,3,TWK231205904
569,299206,465,622,942,869,3,TWA531651908
5503,366341,458,794,1371,1316,3,TWF671300217
2709,258403,465,633,1679,1693,3,TWB671109205
4508,269061,444,200,144,604,31,KRE181600009
7440,258529,465,651,1723,887,3,TWA470720005
1654,256208,465,446,2043,2094,3,TWK240800137
467,221857,465,785,720,181,3,TWA530920701
5231,213792,921,391,359,336,31,TWA531603329
2034,206785,921,391,523,466,31,KRC211600052
1137,257358,465,560,1226,913,3,TWB439713101
3036,299781,465,53,2099,2142,3,TWD631518001
599,239490,465,23,1371,1316,3,TGTM30904004
6481,262896,465,706,196,169,3,TWA538907902
3331,211173,444,428,145,538,31,TWA531602309
2715,207412,465,464,1640,1656,3,TWA451699904
223,258403,458,624,1657,1672,3,TWD631620201
6702,337606,465,446,2043,2094,3,TWA450065405
7031,194397,465,694,1745,1766,3,TWM671304502
2390,249289,465,330,1999,1852,3,TWD951206109
6374,197485,2022,661,1772,1795,3,TWJ010900202
3567,193280,444,111,690,633,31,KRB461600575
7784,309812,465,477,70,1587,3,TWK231002701
729,245376,465,727,2087,1700,3,TWD951043108
1524,286928,458,122,311,1433,3,TWA471410007
6803,196963,458,232,715,666,3,TWI451600049
8688,238863,458,499,1384,1330,3,TWK970100401
2750,207621,458,734,1853,1389,3,TWK011600002
9139,282226,465,845,2161,2200,3,TWA211125907
6336,276062,465,449,1589,1581,3,TWR131505703
9305,313440,458,580,1559,1547,3,TWJ011500211
7621,227683,921,391,233,210,3,TWD250318704
6755,263418,465,483,1515,1422,3,TWC230714402
5307,265613,465,695,1794,1814,3,SGA781400019
3194,262164,465,784,1727,1393,3,TWC159903006
1731,325775,465,52,1152,1054,24,HKI499327206
4524,275356,465,923,442,1096,3,TWA530928004
1726,292257,465,823,1981,2036,3,TWX071500402
2259,231444,465,370,573,640,3,TWA531636503
7925,266240,458,777,1916,2115,3,TWAY31511003
7884,231758,465,546,1890,1865,3,TWR031404011
207,282017,465,446,1857,2094,3,TWK231104801
5188,248058,465,872,2106,2151,3,MYPN11313104
3007,226204,465,783,362,1329,3,TWAG11500109
2785,229250,458,686,1384,1576,3,TWL251000211
5407,299258,2157,676,1384,1576,10,TWI431603230
6582,311693,465,692,1629,759,3,TWC230507501
1908,236193,465,51,1090,999,52,USSM11102447
4234,199575,465,765,1081,1217,3,CND141500124
